interaction_id,customer_id,interaction_date,interaction_type,channel,resolution_time_hours,satisfaction_score,repeat_contact_flag
INT007954,CUST006068,2023-03-30,Support Call,Phone,19.0,4.5,False
INT007955,CUST009281,2023-11-06,Email Inquiry,Mobile App,20.5,5.0,False
INT007956,CUST004879,2023-11-04,Chat,Phone,2.8,3.4,False
INT007957,CUST007921,2023-08-11,Support Call,Email,10.4,4.8,False
INT007958,CUST004848,2024-04-23,Branch Visit,Mobile App,11.7,3.7,False
INT007959,CUST012966,2024-02-10,Chat,Chat,11.7,2.5,False
INT007960,CUST007609,2024-07-18,Support Call,Mobile App,29.4,2.1,False
INT007961,CUST010292,2024-09-04,Chat,Email,12.1,3.1,True
INT007962,CUST018126,2024-09-27,Branch Visit,Mobile App,17.8,5.0,False
INT007963,CUST019507,2023-05-25,Branch Visit,Email,14.8,4.9,False
INT007964,CUST006942,2023-08-13,Branch Visit,Email,10.8,4.1,False
INT007965,CUST008880,2024-10-15,Branch Visit,Email,12.2,2.7,False
INT007966,CUST019665,2023-05-31,Chat,Mobile App,4.4,3.5,False
INT007967,CUST002887,2024-05-31,Branch Visit,Branch,22.5,2.5,False
INT007968,CUST006215,2024-03-07,Chat,Branch,11.8,4.8,False
INT007969,CUST008729,2024-01-21,Support Call,Chat,9.2,2.8,False
INT007970,CUST017453,2024-09-04,Complaint,Chat,32.8,2.7,False
INT007971,CUST009617,2024-12-17,Chat,Chat,2.6,2.8,False
INT007972,CUST002127,2024-09-03,Complaint,Chat,7.2,4.3,False
INT007973,CUST018054,2023-06-21,Chat,Mobile App,12.7,3.7,False
INT007974,CUST013874,2023-12-24,Support Call,Mobile App,12.6,4.5,False
INT007975,CUST017196,2023-09-03,Support Call,Branch,8.7,4.3,True
INT007976,CUST002561,2024-04-25,Email Inquiry,Chat,9.7,3.2,True
INT007977,CUST001543,2023-04-19,Complaint,Branch,23.9,4.7,False
INT007978,CUST002101,2023-04-21,Email Inquiry,Email,16.1,2.8,False
INT007979,CUST008540,2023-01-31,Complaint,Chat,12.0,2.2,False
INT007980,CUST003069,2024-12-21,Complaint,Email,2.6,3.2,False
INT007981,CUST013964,2023-06-24,Support Call,Mobile App,25.4,4.4,True
INT007982,CUST005735,2024-06-30,Support Call,Phone,12.7,4.0,False
INT007983,CUST017951,2023-12-02,Support Call,Email,7.4,4.4,False
INT007984,CUST002785,2023-03-16,Support Call,Mobile App,12.3,5.0,False
INT007985,CUST019807,2024-07-15,Support Call,Chat,24.3,4.4,False
INT007986,CUST016748,2023-01-09,Complaint,Email,3.0,3.1,False
INT007987,CUST015124,2023-05-15,Chat,Chat,1.3,4.7,False
INT007988,CUST003208,2024-12-01,Complaint,Email,17.5,4.2,False
INT007989,CUST009323,2023-09-29,Chat,Chat,14.3,3.3,False
INT007990,CUST014186,2023-12-04,Support Call,Branch,19.6,3.4,False
INT007991,CUST013272,2024-06-06,Support Call,Chat,3.8,4.9,True
INT007992,CUST010501,2024-01-28,Chat,Mobile App,11.3,4.3,False
INT007993,CUST010620,2024-02-06,Support Call,Chat,3.5,3.3,False
INT007994,CUST003521,2023-06-02,Support Call,Phone,8.6,4.5,False
INT007995,CUST015286,2023-10-26,Chat,Phone,16.9,2.4,False
INT007996,CUST015173,2024-11-24,Chat,Chat,1.4,1.6,False
INT007997,CUST013328,2023-02-23,Complaint,Chat,7.0,3.4,False
INT007998,CUST018766,2023-10-04,Complaint,Chat,9.5,3.9,False
INT007999,CUST002801,2023-11-15,Email Inquiry,Mobile App,18.2,3.5,False
INT008000,CUST007350,2023-12-15,Support Call,Branch,9.2,3.7,False
INT008001,CUST011070,2023-05-02,Branch Visit,Branch,3.9,5.0,False
INT008002,CUST007761,2023-06-23,Complaint,Chat,1.0,2.4,True
INT008003,CUST015403,2023-11-27,Support Call,Mobile App,14.4,3.8,False
INT008004,CUST015858,2024-11-24,Support Call,Chat,2.2,3.0,True
INT008005,CUST000576,2024-11-09,Complaint,Phone,4.8,2.8,False
INT008006,CUST003933,2023-02-21,Support Call,Email,14.7,3.6,False
INT008007,CUST019620,2024-10-26,Chat,Phone,21.2,4.1,False
INT008008,CUST002159,2023-02-07,Email Inquiry,Chat,2.6,3.0,False
INT008009,CUST015426,2023-03-25,Chat,Chat,16.0,4.4,False
INT008010,CUST014701,2023-12-05,Support Call,Phone,8.7,3.9,False
INT008011,CUST008689,2024-06-06,Branch Visit,Mobile App,2.6,4.6,True
INT008012,CUST018981,2024-02-09,Support Call,Email,6.2,5.0,True
INT008013,CUST000884,2024-09-12,Chat,Chat,23.9,5.0,True
INT008014,CUST007545,2024-01-11,Support Call,Branch,18.0,4.9,False
INT008015,CUST004645,2024-05-10,Complaint,Chat,10.7,4.2,False
INT008016,CUST016315,2024-11-29,Branch Visit,Phone,0.4,5.0,True
INT008017,CUST005466,2023-09-16,Branch Visit,Mobile App,7.1,3.9,False
INT008018,CUST001722,2023-04-23,Support Call,Email,6.8,4.7,True
INT008019,CUST017054,2023-10-16,Branch Visit,Chat,5.3,2.9,False
INT008020,CUST012162,2023-06-28,Email Inquiry,Chat,6.5,4.2,True
INT008021,CUST006110,2023-05-02,Support Call,Email,17.2,4.2,False
INT008022,CUST004982,2023-06-17,Email Inquiry,Chat,2.9,3.4,False
INT008023,CUST007236,2023-09-09,Branch Visit,Email,4.1,5.0,False
INT008024,CUST018767,2024-08-01,Support Call,Email,4.3,3.3,True
INT008025,CUST015549,2024-07-07,Email Inquiry,Chat,7.8,3.4,False
INT008026,CUST011547,2024-08-27,Support Call,Phone,2.2,3.8,False
INT008027,CUST003579,2023-05-19,Complaint,Chat,13.6,4.5,False
INT008028,CUST017604,2023-01-29,Complaint,Phone,26.8,5.0,False
INT008029,CUST007527,2023-08-27,Support Call,Phone,4.1,4.2,False
INT008030,CUST009252,2023-03-30,Support Call,Email,13.1,4.3,True
INT008031,CUST006814,2023-12-12,Complaint,Phone,1.2,2.8,False
INT008032,CUST001656,2024-06-11,Complaint,Mobile App,16.4,3.0,False
INT008033,CUST017475,2023-10-09,Complaint,Phone,11.3,3.8,False
INT008034,CUST016697,2024-09-06,Complaint,Phone,8.0,4.4,False
INT008035,CUST000141,2023-05-30,Complaint,Phone,21.7,3.6,False
INT008036,CUST006738,2023-02-05,Chat,Email,28.6,2.6,False
INT008037,CUST012499,2023-07-16,Complaint,Phone,7.3,4.7,True
INT008038,CUST008735,2024-05-28,Branch Visit,Chat,13.2,2.0,False
INT008039,CUST017012,2024-09-08,Email Inquiry,Branch,9.5,3.1,False
INT008040,CUST005468,2024-10-29,Email Inquiry,Chat,27.7,5.0,False
INT008041,CUST004880,2023-04-28,Complaint,Phone,32.8,2.9,False
INT008042,CUST011500,2023-03-18,Chat,Branch,6.7,3.0,False
INT008043,CUST017154,2024-09-11,Branch Visit,Branch,32.8,4.0,False
INT008044,CUST010808,2024-06-26,Chat,Phone,11.6,4.6,True
INT008045,CUST013411,2024-06-09,Complaint,Branch,13.9,2.4,False
INT008046,CUST002550,2024-01-09,Complaint,Mobile App,35.5,2.7,False
INT008047,CUST017496,2023-05-20,Support Call,Branch,16.0,2.8,False
INT008048,CUST009678,2024-02-21,Support Call,Chat,15.0,2.5,False
INT008049,CUST012707,2023-05-08,Email Inquiry,Email,17.3,3.5,False
INT008050,CUST018493,2023-11-13,Support Call,Email,4.9,3.9,True
INT008051,CUST006883,2023-03-31,Email Inquiry,Chat,9.6,3.0,False
INT008052,CUST017050,2024-01-13,Chat,Email,3.2,5.0,False
INT008053,CUST012555,2023-09-27,Support Call,Chat,11.4,1.8,False
INT008054,CUST010401,2024-04-25,Complaint,Branch,15.7,3.6,False
INT008055,CUST016723,2024-08-07,Support Call,Chat,8.3,4.6,False
INT008056,CUST013483,2023-02-24,Support Call,Mobile App,20.3,3.9,False
INT008057,CUST008388,2023-05-02,Support Call,Chat,29.5,4.9,False
INT008058,CUST017079,2024-10-23,Support Call,Email,24.8,2.7,False
INT008059,CUST014418,2023-10-31,Complaint,Chat,4.0,2.6,False
INT008060,CUST017309,2024-04-17,Chat,Chat,25.7,5.0,False
INT008061,CUST017583,2023-03-27,Chat,Branch,2.3,3.7,False
INT008062,CUST005669,2023-12-10,Chat,Email,5.7,4.4,False
INT008063,CUST006897,2023-11-20,Branch Visit,Chat,7.4,3.8,False
INT008064,CUST012959,2024-09-25,Support Call,Mobile App,21.1,3.8,False
INT008065,CUST000378,2023-02-18,Support Call,Email,6.8,4.3,True
INT008066,CUST005478,2024-06-01,Complaint,Chat,41.5,1.6,False
INT008067,CUST015311,2023-10-24,Support Call,Branch,12.0,2.1,True
INT008068,CUST012200,2023-09-14,Complaint,Phone,7.2,3.7,False
INT008069,CUST004073,2024-06-08,Email Inquiry,Email,6.7,3.2,False
INT008070,CUST015714,2023-03-04,Support Call,Email,1.5,3.7,False
INT008071,CUST012501,2024-08-14,Branch Visit,Mobile App,7.7,3.9,True
INT008072,CUST013737,2024-06-19,Complaint,Mobile App,11.4,3.8,False
INT008073,CUST000963,2023-12-06,Branch Visit,Chat,4.7,4.3,False
INT008074,CUST002466,2024-08-07,Support Call,Mobile App,25.0,2.2,False
INT008075,CUST018981,2024-09-19,Chat,Branch,5.8,2.3,False
INT008076,CUST018732,2024-12-21,Support Call,Chat,11.1,3.7,False
INT008077,CUST015963,2024-01-22,Complaint,Chat,15.4,2.7,False
INT008078,CUST011530,2024-01-29,Email Inquiry,Chat,12.4,4.6,False
INT008079,CUST011701,2024-07-24,Support Call,Phone,9.9,2.9,False
INT008080,CUST003571,2023-05-29,Branch Visit,Chat,15.6,4.5,False
INT008081,CUST013152,2023-12-23,Chat,Phone,5.1,2.8,False
INT008082,CUST003259,2024-10-22,Chat,Branch,1.1,5.0,False
INT008083,CUST018336,2024-05-16,Chat,Phone,9.3,3.0,False
INT008084,CUST003218,2023-05-25,Support Call,Phone,32.0,1.4,False
INT008085,CUST001712,2024-09-01,Branch Visit,Mobile App,3.3,4.3,True
INT008086,CUST015216,2024-08-31,Email Inquiry,Phone,34.7,3.6,False
INT008087,CUST005511,2023-02-17,Email Inquiry,Branch,11.8,4.7,False
INT008088,CUST002080,2024-12-05,Support Call,Phone,0.5,4.3,True
INT008089,CUST014635,2023-12-22,Support Call,Chat,16.2,2.9,False
INT008090,CUST008032,2024-06-13,Support Call,Mobile App,1.9,4.2,True
INT008091,CUST011024,2024-03-29,Email Inquiry,Branch,7.0,3.4,False
INT008092,CUST019779,2024-11-04,Chat,Email,8.3,3.5,False
INT008093,CUST007713,2023-02-28,Chat,Chat,8.6,4.3,False
INT008094,CUST005551,2024-08-03,Support Call,Phone,23.3,2.7,False
INT008095,CUST013443,2024-12-23,Chat,Email,39.3,3.4,False
INT008096,CUST015514,2023-12-20,Complaint,Mobile App,14.0,4.9,False
INT008097,CUST004391,2024-07-20,Chat,Email,11.4,3.0,False
INT008098,CUST004857,2024-11-09,Email Inquiry,Mobile App,10.5,3.9,False
INT008099,CUST010748,2023-02-18,Branch Visit,Branch,2.9,3.7,False
INT008100,CUST007759,2024-07-08,Support Call,Branch,2.5,2.4,False
INT008101,CUST011899,2023-10-21,Complaint,Email,14.8,3.3,False
INT008102,CUST017075,2023-11-01,Email Inquiry,Mobile App,23.6,3.0,False
INT008103,CUST004337,2024-11-25,Support Call,Phone,11.4,3.2,False
INT008104,CUST019731,2023-07-17,Support Call,Phone,11.7,4.7,False
INT008105,CUST007690,2023-06-02,Email Inquiry,Chat,18.0,4.7,False
INT008106,CUST007740,2023-11-05,Email Inquiry,Mobile App,22.5,4.2,False
INT008107,CUST018462,2024-01-19,Chat,Branch,5.2,3.3,False
INT008108,CUST015913,2023-08-19,Complaint,Mobile App,8.2,4.1,False
INT008109,CUST000408,2023-12-24,Support Call,Branch,4.9,3.5,False
INT008110,CUST011452,2023-10-09,Branch Visit,Email,8.6,2.1,False
INT008111,CUST003234,2024-11-27,Branch Visit,Chat,2.5,3.2,True
INT008112,CUST000237,2023-04-04,Chat,Chat,11.4,3.7,False
INT008113,CUST013957,2024-09-28,Email Inquiry,Email,6.6,3.2,False
INT008114,CUST004429,2023-11-16,Chat,Phone,7.7,3.0,False
INT008115,CUST016350,2024-02-05,Email Inquiry,Email,1.5,4.3,False
INT008116,CUST009386,2024-10-18,Support Call,Branch,14.3,2.4,False
INT008117,CUST001257,2023-05-09,Chat,Branch,11.2,3.8,False
INT008118,CUST002609,2023-03-22,Complaint,Chat,18.2,4.9,True
INT008119,CUST008319,2023-02-01,Support Call,Branch,19.3,5.0,False
INT008120,CUST016282,2023-03-15,Branch Visit,Chat,14.9,5.0,False
INT008121,CUST005122,2023-10-03,Branch Visit,Branch,9.4,2.6,False
INT008122,CUST002853,2024-10-08,Complaint,Mobile App,12.5,5.0,False
INT008123,CUST013057,2023-11-03,Support Call,Email,12.0,3.3,True
INT008124,CUST014744,2023-10-13,Support Call,Mobile App,10.1,3.4,True
INT008125,CUST004609,2024-11-26,Branch Visit,Chat,12.3,4.4,False
INT008126,CUST001826,2023-10-03,Support Call,Chat,3.4,4.3,False
INT008127,CUST011093,2023-03-25,Complaint,Branch,4.3,2.7,False
INT008128,CUST004705,2023-02-11,Email Inquiry,Branch,8.2,2.1,False
INT008129,CUST015765,2024-09-04,Branch Visit,Branch,13.3,3.1,True
INT008130,CUST017053,2023-12-14,Support Call,Branch,23.3,2.9,False
INT008131,CUST006302,2023-08-05,Complaint,Mobile App,46.3,3.1,False
INT008132,CUST017558,2024-04-07,Support Call,Phone,8.6,4.6,False
INT008133,CUST000195,2023-02-03,Chat,Email,28.6,2.5,False
INT008134,CUST004570,2023-02-21,Complaint,Branch,9.4,2.5,False
INT008135,CUST011054,2024-02-21,Email Inquiry,Phone,1.4,3.7,False
INT008136,CUST004115,2024-05-22,Branch Visit,Phone,23.8,3.9,False
INT008137,CUST015935,2023-01-03,Email Inquiry,Chat,5.7,3.5,False
INT008138,CUST010287,2024-04-16,Support Call,Branch,24.1,4.0,False
INT008139,CUST009773,2024-02-14,Support Call,Email,6.2,4.5,False
INT008140,CUST006029,2023-08-09,Support Call,Branch,2.7,2.6,False
INT008141,CUST013651,2024-12-14,Branch Visit,Branch,4.0,3.4,False
INT008142,CUST000045,2023-11-23,Complaint,Phone,23.5,3.8,False
INT008143,CUST014875,2024-01-04,Branch Visit,Phone,21.6,4.9,False
INT008144,CUST010880,2023-05-24,Branch Visit,Chat,15.8,3.9,False
INT008145,CUST012477,2023-08-08,Support Call,Phone,28.7,1.4,False
INT008146,CUST012760,2024-11-24,Complaint,Phone,16.3,4.5,True
INT008147,CUST003630,2024-10-06,Chat,Branch,17.2,4.4,False
INT008148,CUST007112,2024-12-07,Complaint,Email,16.4,2.5,False
INT008149,CUST009176,2023-04-17,Complaint,Chat,22.5,4.2,False
INT008150,CUST014432,2024-09-14,Branch Visit,Branch,15.1,5.0,False
INT008151,CUST017812,2023-08-12,Complaint,Chat,10.8,3.7,False
INT008152,CUST002044,2023-07-31,Email Inquiry,Email,4.7,4.2,False
INT008153,CUST018123,2024-09-30,Email Inquiry,Chat,4.2,3.3,False
INT008154,CUST000193,2023-05-03,Email Inquiry,Email,15.4,3.7,False
INT008155,CUST002786,2024-11-01,Branch Visit,Phone,17.3,3.0,False
INT008156,CUST013858,2023-03-11,Chat,Phone,17.1,4.6,False
INT008157,CUST011730,2024-07-31,Branch Visit,Phone,1.7,3.2,False
INT008158,CUST008026,2024-05-27,Chat,Mobile App,15.3,3.5,False
INT008159,CUST019726,2024-10-01,Branch Visit,Chat,14.6,4.2,True
INT008160,CUST018220,2024-06-22,Email Inquiry,Phone,10.9,3.1,False
INT008161,CUST004498,2023-03-24,Branch Visit,Branch,13.8,1.4,False
INT008162,CUST011573,2024-10-04,Chat,Phone,15.1,4.6,False
INT008163,CUST001864,2024-11-29,Branch Visit,Email,34.5,3.4,False
INT008164,CUST012673,2023-07-17,Branch Visit,Email,9.5,3.2,False
INT008165,CUST006918,2023-08-25,Branch Visit,Branch,11.4,4.1,False
INT008166,CUST003683,2024-10-07,Complaint,Chat,10.2,3.3,False
INT008167,CUST007485,2024-04-07,Chat,Phone,12.0,2.9,False
INT008168,CUST014046,2023-05-20,Branch Visit,Email,19.5,3.7,False
INT008169,CUST012025,2023-09-25,Branch Visit,Branch,7.0,4.8,True
INT008170,CUST012743,2023-03-16,Email Inquiry,Branch,5.9,4.4,False
INT008171,CUST016597,2023-12-23,Complaint,Branch,17.4,3.5,False
INT008172,CUST006193,2024-06-23,Support Call,Branch,6.3,4.6,False
INT008173,CUST000765,2024-02-01,Chat,Mobile App,9.7,3.1,False
INT008174,CUST017367,2023-08-21,Complaint,Chat,5.4,5.0,False
INT008175,CUST016083,2023-06-12,Branch Visit,Email,28.0,3.4,False
INT008176,CUST015887,2024-02-04,Support Call,Email,13.3,3.8,True
INT008177,CUST009833,2023-07-11,Support Call,Email,4.0,4.7,False
INT008178,CUST011521,2024-03-22,Complaint,Phone,22.7,3.8,False
INT008179,CUST019758,2023-05-07,Chat,Email,21.1,3.5,False
INT008180,CUST007816,2024-08-24,Support Call,Phone,5.5,3.4,False
INT008181,CUST017531,2023-09-26,Chat,Email,21.2,2.9,False
INT008182,CUST012537,2024-07-14,Branch Visit,Branch,10.6,3.5,False
INT008183,CUST010704,2024-03-29,Chat,Mobile App,3.3,4.8,False
INT008184,CUST006367,2023-01-11,Complaint,Mobile App,18.9,3.7,False
INT008185,CUST005055,2023-10-14,Support Call,Email,1.4,3.8,False
INT008186,CUST001453,2024-06-02,Support Call,Chat,5.4,4.2,False
INT008187,CUST013025,2024-04-18,Chat,Mobile App,16.5,3.8,False
INT008188,CUST010246,2023-06-29,Support Call,Phone,3.8,4.9,False
INT008189,CUST000969,2023-06-10,Complaint,Phone,20.1,3.8,False
INT008190,CUST017002,2024-09-17,Support Call,Mobile App,5.9,4.9,True
INT008191,CUST013679,2023-12-20,Support Call,Phone,17.7,4.3,False
INT008192,CUST003222,2023-04-05,Chat,Chat,7.6,3.4,False
INT008193,CUST001617,2023-05-23,Chat,Chat,19.4,5.0,True
INT008194,CUST017721,2023-07-30,Branch Visit,Email,26.1,4.0,False
INT008195,CUST018261,2023-04-07,Support Call,Phone,10.9,4.0,True
INT008196,CUST003871,2024-06-17,Support Call,Branch,10.3,2.8,True
INT008197,CUST019736,2024-12-20,Branch Visit,Email,7.2,5.0,False
INT008198,CUST014446,2024-05-30,Branch Visit,Phone,6.7,1.3,False
INT008199,CUST015573,2023-10-10,Support Call,Chat,16.2,3.0,False
INT008200,CUST006859,2023-12-05,Chat,Chat,10.3,2.6,False
INT008201,CUST015685,2023-07-05,Chat,Mobile App,2.8,3.5,False
INT008202,CUST000294,2024-03-31,Support Call,Branch,7.5,3.4,False
INT008203,CUST003725,2023-11-22,Complaint,Chat,3.8,5.0,False
INT008204,CUST017527,2023-06-03,Branch Visit,Branch,6.5,3.0,False
INT008205,CUST008480,2023-03-21,Branch Visit,Email,19.1,3.5,False
INT008206,CUST018708,2023-08-19,Branch Visit,Phone,11.0,4.0,False
INT008207,CUST001899,2024-03-06,Support Call,Chat,11.4,2.3,False
INT008208,CUST005811,2023-12-05,Chat,Phone,18.9,5.0,False
INT008209,CUST009946,2024-01-08,Support Call,Branch,16.9,4.3,False
INT008210,CUST011229,2023-07-30,Complaint,Chat,7.3,3.6,False
INT008211,CUST015173,2024-07-22,Complaint,Mobile App,42.7,2.3,False
INT008212,CUST005176,2023-07-17,Email Inquiry,Branch,3.4,2.2,False
INT008213,CUST011024,2024-11-21,Support Call,Phone,23.9,3.5,False
INT008214,CUST006311,2023-09-01,Branch Visit,Chat,17.6,3.9,False
INT008215,CUST005377,2023-05-18,Complaint,Mobile App,15.5,4.2,False
INT008216,CUST006432,2023-03-12,Email Inquiry,Email,6.2,2.3,False
INT008217,CUST001730,2024-03-17,Support Call,Branch,3.1,3.0,True
INT008218,CUST000535,2023-06-27,Support Call,Phone,12.0,4.2,False
INT008219,CUST014400,2024-02-18,Complaint,Mobile App,13.3,3.0,False
INT008220,CUST001386,2023-05-28,Branch Visit,Mobile App,14.4,3.9,False
INT008221,CUST017340,2024-05-21,Branch Visit,Mobile App,4.5,3.2,True
INT008222,CUST003595,2024-01-18,Chat,Chat,4.2,4.6,False
INT008223,CUST015609,2024-12-28,Support Call,Email,8.7,3.7,False
INT008224,CUST015297,2024-07-01,Support Call,Email,23.5,2.7,True
INT008225,CUST009818,2023-06-16,Support Call,Chat,6.0,3.0,False
INT008226,CUST011725,2024-06-07,Chat,Email,9.5,3.5,False
INT008227,CUST010313,2024-11-29,Complaint,Email,3.8,2.6,False
INT008228,CUST016640,2023-08-19,Complaint,Phone,13.8,2.8,False
INT008229,CUST016365,2023-07-19,Branch Visit,Email,17.7,4.4,False
INT008230,CUST012555,2023-10-22,Complaint,Chat,16.7,3.7,False
INT008231,CUST000786,2023-11-09,Branch Visit,Chat,24.5,5.0,True
INT008232,CUST002778,2023-04-27,Chat,Mobile App,8.2,2.8,False
INT008233,CUST004552,2023-01-11,Support Call,Chat,22.4,3.2,False
INT008234,CUST011280,2024-01-03,Email Inquiry,Phone,23.6,3.4,False
INT008235,CUST013448,2024-01-22,Support Call,Email,7.3,2.9,False
INT008236,CUST013780,2023-05-28,Support Call,Phone,10.3,3.6,False
INT008237,CUST019816,2023-03-28,Chat,Mobile App,11.9,4.6,False
INT008238,CUST007594,2024-03-02,Complaint,Email,3.3,3.1,True
INT008239,CUST013801,2024-03-14,Branch Visit,Email,28.8,3.1,False
INT008240,CUST014094,2023-05-31,Support Call,Chat,11.2,4.2,False
INT008241,CUST017199,2024-07-02,Complaint,Branch,10.8,4.7,True
INT008242,CUST014355,2024-03-07,Branch Visit,Email,29.2,3.6,False
INT008243,CUST013106,2023-06-09,Complaint,Mobile App,8.9,2.8,False
INT008244,CUST003310,2023-12-05,Email Inquiry,Phone,5.8,4.5,False
INT008245,CUST013477,2023-05-16,Branch Visit,Mobile App,5.8,4.2,True
INT008246,CUST018948,2023-02-27,Chat,Phone,28.1,4.0,False
INT008247,CUST017106,2023-12-02,Branch Visit,Branch,7.1,4.0,False
INT008248,CUST012112,2024-10-04,Complaint,Phone,3.5,3.3,False
INT008249,CUST008515,2024-09-17,Chat,Mobile App,3.6,4.9,False
INT008250,CUST013996,2024-09-21,Branch Visit,Phone,10.9,4.5,False
INT008251,CUST006088,2023-08-27,Support Call,Branch,20.9,4.2,False
INT008252,CUST012250,2023-09-09,Chat,Phone,7.6,5.0,False
INT008253,CUST013392,2023-08-17,Support Call,Email,9.8,4.4,False
INT008254,CUST018320,2023-06-22,Support Call,Email,12.7,4.9,False
INT008255,CUST010491,2024-01-13,Complaint,Chat,6.2,4.3,False
INT008256,CUST008604,2024-11-12,Branch Visit,Phone,29.8,3.6,True
INT008257,CUST013890,2023-12-02,Branch Visit,Email,9.2,3.7,False
INT008258,CUST003091,2023-04-03,Support Call,Mobile App,0.5,5.0,False
INT008259,CUST008959,2023-01-23,Branch Visit,Email,11.2,4.4,False
INT008260,CUST004232,2024-08-11,Complaint,Phone,20.8,4.0,False
INT008261,CUST010485,2023-05-21,Support Call,Mobile App,15.5,2.8,False
INT008262,CUST010131,2024-02-22,Branch Visit,Chat,4.3,4.6,False
INT008263,CUST011542,2024-03-01,Support Call,Mobile App,7.1,4.2,False
INT008264,CUST019497,2023-06-19,Complaint,Email,12.4,4.5,False
INT008265,CUST019955,2024-02-09,Branch Visit,Phone,9.4,4.3,False
INT008266,CUST012921,2023-10-20,Chat,Branch,10.5,3.6,False
INT008267,CUST015474,2024-03-23,Complaint,Branch,4.7,2.6,False
INT008268,CUST013701,2024-09-08,Branch Visit,Chat,7.5,4.3,False
INT008269,CUST019753,2023-11-30,Chat,Mobile App,4.7,3.2,False
INT008270,CUST000455,2024-06-09,Support Call,Email,13.7,4.8,False
INT008271,CUST015870,2023-07-10,Complaint,Mobile App,11.1,2.3,False
INT008272,CUST009488,2024-07-12,Support Call,Email,8.0,3.5,False
INT008273,CUST011540,2023-08-12,Email Inquiry,Branch,7.5,3.5,False
INT008274,CUST018880,2023-10-26,Chat,Phone,8.6,4.8,True
INT008275,CUST004446,2024-08-29,Email Inquiry,Branch,48.9,2.2,False
INT008276,CUST006459,2023-02-13,Chat,Branch,15.6,4.7,False
INT008277,CUST018376,2023-02-04,Branch Visit,Chat,15.5,3.7,False
INT008278,CUST000913,2023-10-24,Support Call,Mobile App,9.8,3.7,False
INT008279,CUST004500,2024-02-24,Chat,Chat,5.5,2.8,False
INT008280,CUST017776,2023-02-21,Complaint,Email,16.9,3.4,False
INT008281,CUST007894,2024-05-08,Complaint,Chat,62.0,2.5,False
INT008282,CUST012894,2023-12-22,Complaint,Chat,4.3,4.5,True
INT008283,CUST004043,2023-03-22,Chat,Phone,9.8,3.7,False
INT008284,CUST011536,2024-07-30,Branch Visit,Mobile App,7.7,1.6,True
INT008285,CUST008362,2023-01-25,Complaint,Chat,3.5,4.4,False
