credit_event_id,loan_id,customer_id,event_date,event_type,outstanding_at_event,risk_bucket
CE01530,LN014650,CUST018631,2024-10-16,Delinquency Notice - 30 Days,3238.16,Low
CE01531,LN014657,CUST018635,2024-06-13,Delinquency Notice - 30 Days,6386.07,Elevated
CE01532,LN014663,CUST018644,2024-09-30,Default / Write-off Review,18336.56,High
CE01533,LN014674,CUST018654,2024-12-26,Delinquency Notice - 60 Days,3123.88,Critical
CE01534,LN014678,CUST018660,2024-07-17,Delinquency Notice - 60 Days,4522.83,Moderate
CE01535,LN014697,CUST018682,2024-07-07,Delinquency Notice - 30 Days,6138.16,Elevated
CE01536,LN014698,CUST018684,2024-06-10,Delinquency Notice - 30 Days,3406.85,High
CE01537,LN014703,CUST018689,2024-06-03,Delinquency Notice - 60 Days,499.67,Moderate
CE01538,LN014704,CUST018690,2024-10-13,Default / Write-off Review,13123.94,Moderate
CE01539,LN014706,CUST018692,2024-09-09,Delinquency Notice - 30 Days,4535.74,Low
CE01540,LN014713,CUST018710,2024-07-03,Delinquency Notice - 30 Days,464.51,High
CE01541,LN014726,CUST018723,2024-12-26,Delinquency Notice - 30 Days,19303.63,Low
CE01542,LN014747,CUST018751,2024-08-20,Delinquency Notice - 30 Days,4947.98,Moderate
CE01543,LN014749,CUST018753,2024-06-29,Default / Write-off Review,796.21,Low
CE01544,LN014752,CUST018757,2024-10-01,Delinquency Notice - 60 Days,1598.87,Critical
CE01545,LN014760,CUST018769,2024-10-12,Default / Write-off Review,8516.77,Moderate
CE01546,LN014780,CUST018791,2024-12-26,Default / Write-off Review,8954.04,Low
CE01547,LN014813,CUST018838,2024-12-17,Default / Write-off Review,3676.99,Elevated
CE01548,LN014814,CUST018838,2024-09-21,Default / Write-off Review,1126.0,Elevated
CE01549,LN014827,CUST018852,2024-07-19,Delinquency Notice - 30 Days,16041.53,Moderate
CE01550,LN014832,CUST018856,2024-07-09,Delinquency Notice - 30 Days,4078.06,High
CE01551,LN014837,CUST018861,2024-06-04,Delinquency Notice - 60 Days,3963.01,Low
CE01552,LN014845,CUST018872,2024-07-27,Delinquency Notice - 60 Days,5122.25,Low
CE01553,LN014851,CUST018883,2024-06-02,Default / Write-off Review,374.87,Elevated
CE01554,LN014855,CUST018890,2024-10-14,Delinquency Notice - 60 Days,1216.86,High
CE01555,LN014862,CUST018896,2024-08-31,Delinquency Notice - 30 Days,1007.87,Elevated
CE01556,LN014870,CUST018903,2024-12-17,Default / Write-off Review,17682.19,High
CE01557,LN014874,CUST018908,2024-06-08,Delinquency Notice - 30 Days,384.66,Elevated
CE01558,LN014902,CUST018940,2024-10-10,Delinquency Notice - 30 Days,1325.72,High
CE01559,LN014905,CUST018942,2024-11-15,Delinquency Notice - 60 Days,13498.47,Elevated
CE01560,LN014919,CUST018961,2024-06-10,Default / Write-off Review,3471.37,High
CE01561,LN014922,CUST018964,2024-12-13,Delinquency Notice - 60 Days,3044.16,High
CE01562,LN014930,CUST018970,2024-06-05,Delinquency Notice - 60 Days,12550.43,High
CE01563,LN014933,CUST018976,2024-07-07,Delinquency Notice - 60 Days,681.68,High
CE01564,LN014942,CUST018987,2024-10-15,Delinquency Notice - 30 Days,9196.68,Moderate
CE01565,LN014945,CUST018988,2024-10-08,Default / Write-off Review,14566.77,High
CE01566,LN014947,CUST018990,2024-06-23,Delinquency Notice - 30 Days,933.81,Moderate
CE01567,LN014948,CUST018990,2024-11-04,Default / Write-off Review,1373.19,Moderate
CE01568,LN014967,CUST019008,2024-10-03,Delinquency Notice - 60 Days,1772.39,Low
CE01569,LN014974,CUST019013,2024-08-22,Default / Write-off Review,334.66,Moderate
CE01570,LN014976,CUST019016,2024-10-21,Delinquency Notice - 60 Days,6715.75,Moderate
CE01571,LN014977,CUST019016,2024-07-24,Delinquency Notice - 30 Days,662.73,Moderate
CE01572,LN014992,CUST019036,2024-09-13,Delinquency Notice - 30 Days,5630.55,Elevated
CE01573,LN014995,CUST019041,2024-09-03,Delinquency Notice - 30 Days,397.03,High
CE01574,LN015001,CUST019051,2024-11-06,Delinquency Notice - 30 Days,3856.56,Elevated
CE01575,LN015002,CUST019055,2024-08-10,Delinquency Notice - 60 Days,4509.57,Moderate
CE01576,LN015006,CUST019057,2024-06-20,Delinquency Notice - 30 Days,15676.0,Low
CE01577,LN015013,CUST019066,2024-07-02,Delinquency Notice - 60 Days,3344.6,Moderate
CE01578,LN015022,CUST019080,2024-12-24,Delinquency Notice - 30 Days,482.15,Low
CE01579,LN015025,CUST019084,2024-12-09,Delinquency Notice - 30 Days,1105.98,Elevated
CE01580,LN015028,CUST019087,2024-09-23,Default / Write-off Review,219.43,Low
CE01581,LN015038,CUST019098,2024-12-11,Default / Write-off Review,5079.54,Low
CE01582,LN015043,CUST019110,2024-08-22,Default / Write-off Review,291.77,High
CE01583,LN015053,CUST019121,2024-08-10,Default / Write-off Review,12158.3,Elevated
CE01584,LN015068,CUST019137,2024-09-28,Default / Write-off Review,3093.83,High
CE01585,LN015083,CUST019154,2024-10-22,Delinquency Notice - 60 Days,375.0,Critical
CE01586,LN015103,CUST019174,2024-11-08,Default / Write-off Review,1083.16,Elevated
CE01587,LN015104,CUST019175,2024-06-25,Delinquency Notice - 60 Days,8836.59,Moderate
CE01588,LN015109,CUST019184,2024-12-25,Delinquency Notice - 60 Days,7884.99,Moderate
CE01589,LN015120,CUST019196,2024-10-16,Default / Write-off Review,1364.7,High
CE01590,LN015133,CUST019205,2024-06-08,Default / Write-off Review,3530.94,High
CE01591,LN015148,CUST019223,2024-08-26,Delinquency Notice - 60 Days,1898.73,Critical
CE01592,LN015153,CUST019232,2024-09-22,Delinquency Notice - 30 Days,311.36,Moderate
CE01593,LN015165,CUST019244,2024-08-14,Delinquency Notice - 30 Days,401.81,High
CE01594,LN015172,CUST019253,2024-06-13,Delinquency Notice - 30 Days,8535.96,Moderate
CE01595,LN015179,CUST019264,2024-08-07,Delinquency Notice - 30 Days,627.44,Moderate
CE01596,LN015182,CUST019268,2024-06-28,Delinquency Notice - 30 Days,1311.31,High
CE01597,LN015201,CUST019297,2024-10-26,Default / Write-off Review,883.69,Elevated
CE01598,LN015205,CUST019301,2024-10-15,Delinquency Notice - 60 Days,2593.3,High
CE01599,LN015206,CUST019301,2024-09-13,Delinquency Notice - 30 Days,16060.79,High
CE01600,LN015242,CUST019354,2024-07-04,Default / Write-off Review,4592.28,Moderate
CE01601,LN015249,CUST019363,2024-10-10,Delinquency Notice - 30 Days,2342.74,Moderate
CE01602,LN015256,CUST019372,2024-08-22,Delinquency Notice - 30 Days,2871.1,Elevated
CE01603,LN015263,CUST019379,2024-10-28,Delinquency Notice - 60 Days,466.23,Moderate
CE01604,LN015304,CUST019414,2024-06-21,Delinquency Notice - 60 Days,442.37,High
CE01605,LN015306,CUST019415,2024-07-14,Delinquency Notice - 30 Days,5399.17,Elevated
CE01606,LN015311,CUST019420,2024-09-24,Delinquency Notice - 30 Days,2779.79,Low
CE01607,LN015312,CUST019420,2024-11-17,Delinquency Notice - 60 Days,8404.72,Low
CE01608,LN015316,CUST019434,2024-10-21,Delinquency Notice - 30 Days,2124.27,Low
CE01609,LN015327,CUST019445,2024-09-15,Delinquency Notice - 60 Days,2826.02,Elevated
CE01610,LN015335,CUST019449,2024-10-16,Delinquency Notice - 60 Days,18162.19,High
CE01611,LN015345,CUST019458,2024-09-03,Delinquency Notice - 30 Days,7502.26,Moderate
CE01612,LN015365,CUST019480,2024-10-08,Delinquency Notice - 30 Days,632.1,Critical
CE01613,LN015370,CUST019485,2024-06-13,Delinquency Notice - 30 Days,3702.51,Low
CE01614,LN015382,CUST019494,2024-09-04,Delinquency Notice - 30 Days,2783.93,Elevated
CE01615,LN015387,CUST019501,2024-08-05,Delinquency Notice - 60 Days,839.68,Low
CE01616,LN015397,CUST019512,2024-07-13,Delinquency Notice - 60 Days,1882.11,Elevated
CE01617,LN015413,CUST019529,2024-12-21,Delinquency Notice - 30 Days,327.78,Moderate
CE01618,LN015421,CUST019535,2024-10-17,Delinquency Notice - 30 Days,8765.51,High
CE01619,LN015455,CUST019580,2024-10-21,Delinquency Notice - 60 Days,3961.91,Low
CE01620,LN015459,CUST019583,2024-08-20,Default / Write-off Review,901.38,Elevated
CE01621,LN015478,CUST019603,2024-11-21,Delinquency Notice - 60 Days,1027.6,Moderate
CE01622,LN015480,CUST019606,2024-06-13,Delinquency Notice - 60 Days,4632.12,Elevated
CE01623,LN015490,CUST019620,2024-12-20,Default / Write-off Review,6049.91,Elevated
CE01624,LN015494,CUST019628,2024-12-19,Delinquency Notice - 60 Days,14955.61,Low
CE01625,LN015497,CUST019630,2024-12-17,Default / Write-off Review,7312.25,High
CE01626,LN015498,CUST019630,2024-12-01,Delinquency Notice - 60 Days,9660.28,High
CE01627,LN015500,CUST019631,2024-10-25,Delinquency Notice - 30 Days,3028.88,Moderate
CE01628,LN015510,CUST019643,2024-08-03,Delinquency Notice - 30 Days,13385.94,Low
CE01629,LN015516,CUST019653,2024-07-07,Default / Write-off Review,10957.93,Elevated
CE01630,LN015585,CUST019749,2024-12-27,Delinquency Notice - 30 Days,7762.57,Elevated
CE01631,LN015591,CUST019756,2024-06-24,Delinquency Notice - 30 Days,1708.58,High
CE01632,LN015598,CUST019765,2024-12-02,Delinquency Notice - 30 Days,749.9,Moderate
CE01633,LN015599,CUST019765,2024-08-27,Delinquency Notice - 60 Days,1681.78,Moderate
CE01634,LN015610,CUST019778,2024-10-21,Default / Write-off Review,660.15,High
CE01635,LN015612,CUST019781,2024-06-23,Delinquency Notice - 60 Days,1022.42,Moderate
CE01636,LN015615,CUST019786,2024-10-20,Delinquency Notice - 60 Days,4202.53,Moderate
CE01637,LN015633,CUST019809,2024-10-02,Default / Write-off Review,4139.4,Elevated
CE01638,LN015643,CUST019824,2024-08-06,Delinquency Notice - 30 Days,13818.11,Low
CE01639,LN015647,CUST019828,2024-07-28,Delinquency Notice - 30 Days,20861.0,Low
CE01640,LN015654,CUST019845,2024-07-04,Delinquency Notice - 60 Days,5414.78,Elevated
CE01641,LN015660,CUST019850,2024-09-06,Delinquency Notice - 30 Days,442.33,Low
CE01642,LN015661,CUST019853,2024-06-15,Delinquency Notice - 30 Days,154.55,Critical
CE01643,LN015664,CUST019855,2024-07-23,Delinquency Notice - 30 Days,1421.71,High
CE01644,LN015678,CUST019869,2024-12-09,Delinquency Notice - 30 Days,1052.46,High
CE01645,LN015679,CUST019869,2024-08-26,Delinquency Notice - 30 Days,1757.8,High
CE01646,LN015684,CUST019877,2024-06-11,Delinquency Notice - 60 Days,2744.22,Moderate
CE01647,LN015695,CUST019897,2024-09-30,Delinquency Notice - 60 Days,8683.86,Elevated
CE01648,LN015711,CUST019917,2024-06-14,Delinquency Notice - 30 Days,754.12,Elevated
CE01649,LN015712,CUST019917,2024-08-26,Delinquency Notice - 30 Days,1783.94,Elevated
CE01650,LN015715,CUST019918,2024-09-07,Delinquency Notice - 30 Days,5066.4,Moderate
CE01651,LN015719,CUST019924,2024-11-22,Delinquency Notice - 60 Days,1048.25,Critical
CE01652,LN015721,CUST019927,2024-12-15,Default / Write-off Review,944.73,Critical
CE01653,LN015727,CUST019931,2024-10-19,Default / Write-off Review,2561.61,Moderate
CE01654,LN015753,CUST019957,2024-10-11,Default / Write-off Review,38398.81,Elevated
CE01655,LN015767,CUST019974,2024-12-08,Delinquency Notice - 60 Days,1529.47,High
CE01656,LN015769,CUST019975,2024-06-05,Delinquency Notice - 60 Days,524.0,Moderate
CE01657,LN015787,CUST019988,2024-12-22,Delinquency Notice - 30 Days,6191.95,Moderate
CE01658,LN015791,CUST019993,2024-09-02,Delinquency Notice - 60 Days,2461.79,Moderate
