fraud_id,customer_id,event_date,fraud_category,channel,amount_at_risk,loss_amount,detected_flag,false_positive_flag,region
FRD00765,CUST004398,2024-01-06,Card Fraud,ATM,640.72,50.5,True,False,Region-01
FRD00766,CUST009132,2024-04-21,Identity-related Anomaly,Branch,261.41,3.99,True,False,Region-01
FRD00767,CUST017802,2024-02-10,Account Takeover,Branch,562.28,5.31,True,False,Region-11
FRD00768,CUST003878,2023-01-25,Suspicious Transfer,Card Network,711.88,14.61,True,False,Region-08
FRD00769,CUST006751,2024-05-25,Account Takeover,Card Network,511.02,81.63,True,False,Region-02
FRD00770,CUST018332,2024-10-02,Account Takeover,Online Banking,156.14,582.91,False,False,Region-03
FRD00771,CUST009502,2023-08-11,Account Takeover,Card Network,1290.71,57.9,True,False,Region-09
FRD00772,CUST014123,2024-01-12,Card Fraud,Card Network,391.27,32.54,True,False,Region-07
FRD00773,CUST011931,2023-12-19,Identity-related Anomaly,ATM,680.06,147.4,False,True,Region-09
FRD00774,CUST001887,2023-07-24,ATM Fraud,Branch,415.06,14.74,True,False,Region-03
FRD00775,CUST005763,2023-09-18,Identity-related Anomaly,Online Banking,496.98,15.64,True,False,Region-12
FRD00776,CUST001426,2023-11-22,Card Fraud,Branch,331.69,4.1,True,False,Region-09
FRD00777,CUST017989,2023-07-06,Suspicious Transfer,Card Network,666.18,186.9,True,False,Region-05
FRD00778,CUST013809,2024-08-03,Identity-related Anomaly,Online Banking,429.11,400.12,True,False,Region-10
FRD00779,CUST016734,2023-12-01,ATM Fraud,Branch,292.98,11.31,True,False,Region-02
FRD00780,CUST005811,2023-03-19,Unusual Transaction Pattern,Online Banking,378.01,86.72,True,False,Region-01
FRD00781,CUST010501,2023-04-09,Card Fraud,Branch,758.42,69.28,True,False,Region-02
FRD00782,CUST012405,2024-02-08,Suspicious Transfer,Online Banking,449.04,99.74,True,False,Region-02
FRD00783,CUST008781,2023-07-23,Suspicious Transfer,Online Banking,595.33,127.36,True,False,Region-04
FRD00784,CUST009158,2024-04-19,Account Takeover,Branch,17.19,28.67,True,False,Region-12
FRD00785,CUST008785,2024-11-07,Unusual Transaction Pattern,Online Banking,506.38,999.54,False,False,Region-11
FRD00786,CUST015941,2023-05-06,ATM Fraud,Online Banking,1217.7,65.58,True,False,Region-09
FRD00787,CUST002569,2024-05-22,Card Fraud,Card Network,738.66,120.97,True,False,Region-05
FRD00788,CUST017069,2023-01-06,Account Takeover,Mobile App,334.16,20.92,True,False,Region-07
FRD00789,CUST007242,2023-07-14,Account Takeover,Mobile App,611.21,142.47,True,False,Region-03
FRD00790,CUST016484,2024-01-11,ATM Fraud,ATM,683.43,21.4,True,False,Region-09
FRD00791,CUST008707,2023-12-25,Unusual Transaction Pattern,ATM,517.77,97.21,True,False,Region-11
FRD00792,CUST017359,2023-08-22,Suspicious Transfer,Card Network,1126.8,7.01,True,False,Region-10
FRD00793,CUST018518,2024-08-07,Suspicious Transfer,Online Banking,304.45,14.91,True,False,Region-01
FRD00794,CUST017753,2023-02-18,Card Fraud,Branch,1096.5,1383.01,False,False,Region-01
FRD00795,CUST006096,2023-10-25,Account Takeover,ATM,799.79,101.05,True,False,Region-04
FRD00796,CUST003218,2024-12-04,Suspicious Transfer,Online Banking,615.32,161.68,True,False,Region-11
FRD00797,CUST000981,2024-06-09,Unusual Transaction Pattern,Mobile App,205.27,2.63,True,False,Region-12
FRD00798,CUST004988,2023-07-09,Account Takeover,Branch,1504.46,334.19,True,False,Region-09
FRD00799,CUST007137,2023-02-23,Account Takeover,ATM,697.31,69.96,True,False,Region-05
FRD00800,CUST013345,2023-07-09,Card Fraud,Branch,482.2,68.61,True,False,Region-05
FRD00801,CUST015904,2023-07-20,Suspicious Transfer,ATM,1231.73,11.01,True,False,Region-08
FRD00802,CUST002329,2024-03-06,Account Takeover,ATM,1415.03,292.86,False,False,Region-01
FRD00803,CUST008804,2023-03-28,Card Fraud,Online Banking,510.68,23.78,True,False,Region-04
FRD00804,CUST011460,2023-03-13,Suspicious Transfer,Card Network,459.55,74.26,False,False,Region-08
FRD00805,CUST009973,2024-07-04,Unusual Transaction Pattern,Card Network,743.94,2.63,True,False,Region-09
FRD00806,CUST005769,2024-04-03,Account Takeover,Online Banking,366.61,8.85,True,False,Region-12
FRD00807,CUST010500,2023-03-11,Card Fraud,Card Network,2383.98,32.24,True,False,Region-02
FRD00808,CUST003065,2023-04-11,ATM Fraud,Online Banking,1717.6,1448.33,False,True,Region-08
FRD00809,CUST019797,2024-02-08,Identity-related Anomaly,ATM,1677.8,713.32,False,True,Region-11
FRD00810,CUST016024,2023-01-15,Suspicious Transfer,Card Network,151.71,962.88,False,False,Region-02
FRD00811,CUST010020,2024-03-23,Suspicious Transfer,Online Banking,1060.68,20.74,True,False,Region-09
FRD00812,CUST007613,2024-09-06,Card Fraud,Card Network,1428.42,19.83,True,False,Region-12
FRD00813,CUST016284,2024-11-08,Card Fraud,Card Network,630.61,52.07,True,False,Region-03
FRD00814,CUST017250,2024-08-30,Identity-related Anomaly,Online Banking,226.06,194.94,True,False,Region-01
FRD00815,CUST014876,2023-03-13,Card Fraud,Card Network,577.92,76.54,True,False,Region-06
FRD00816,CUST010791,2023-10-26,ATM Fraud,Branch,394.03,19.84,True,False,Region-01
FRD00817,CUST005424,2024-02-06,Card Fraud,Online Banking,404.16,125.43,True,False,Region-07
FRD00818,CUST015228,2024-10-14,Unusual Transaction Pattern,Online Banking,183.4,167.16,True,False,Region-03
FRD00819,CUST018185,2023-10-09,Suspicious Transfer,ATM,534.15,98.17,True,False,Region-10
FRD00820,CUST016480,2024-12-19,Suspicious Transfer,ATM,1452.62,80.27,True,False,Region-12
FRD00821,CUST013145,2023-11-27,Unusual Transaction Pattern,Card Network,596.78,626.02,False,False,Region-07
FRD00822,CUST019172,2024-11-01,Suspicious Transfer,Mobile App,907.25,13.09,True,False,Region-04
FRD00823,CUST007079,2024-11-19,Card Fraud,Online Banking,404.97,89.66,True,False,Region-07
FRD00824,CUST017474,2023-11-19,Suspicious Transfer,Card Network,408.26,150.83,True,False,Region-01
FRD00825,CUST005020,2023-08-24,Account Takeover,Branch,1587.45,230.19,True,False,Region-06
FRD00826,CUST006147,2024-08-20,Suspicious Transfer,Mobile App,228.76,14.51,True,False,Region-08
FRD00827,CUST008038,2024-09-01,Card Fraud,ATM,178.94,164.32,True,False,Region-03
FRD00828,CUST000384,2024-06-12,ATM Fraud,Card Network,688.66,25.51,True,False,Region-07
FRD00829,CUST012826,2024-10-23,Unusual Transaction Pattern,Branch,1714.53,25.05,True,False,Region-01
FRD00830,CUST003922,2023-12-27,Card Fraud,Card Network,1079.55,33.07,True,False,Region-08
FRD00831,CUST013695,2023-12-28,Identity-related Anomaly,Mobile App,712.63,1153.77,False,True,Region-07
FRD00832,CUST015285,2023-11-06,Suspicious Transfer,Mobile App,496.44,45.65,True,False,Region-08
FRD00833,CUST002545,2024-11-07,Unusual Transaction Pattern,Online Banking,1028.05,18.06,True,False,Region-06
FRD00834,CUST015936,2023-06-24,ATM Fraud,Mobile App,814.81,51.02,True,False,Region-04
FRD00835,CUST008436,2023-11-26,ATM Fraud,Online Banking,573.02,113.32,True,False,Region-06
FRD00836,CUST018632,2024-03-31,Identity-related Anomaly,Branch,508.32,140.71,True,False,Region-02
FRD00837,CUST012296,2024-10-20,ATM Fraud,ATM,1185.38,0.47,True,False,Region-03
FRD00838,CUST013534,2024-05-08,Card Fraud,ATM,356.05,1083.3,False,True,Region-06
FRD00839,CUST014718,2023-07-31,Card Fraud,Mobile App,1292.47,15.6,True,False,Region-10
FRD00840,CUST001281,2023-10-12,Card Fraud,Online Banking,829.07,5.03,True,False,Region-08
FRD00841,CUST010284,2023-04-04,Card Fraud,ATM,1820.3,23.85,True,False,Region-11
FRD00842,CUST010579,2023-09-27,Identity-related Anomaly,Online Banking,711.2,9.63,True,False,Region-09
FRD00843,CUST007767,2023-05-18,ATM Fraud,ATM,342.84,12.59,True,False,Region-08
FRD00844,CUST017421,2023-08-24,ATM Fraud,ATM,359.99,11.75,True,False,Region-03
FRD00845,CUST014211,2024-08-23,Suspicious Transfer,Branch,1390.21,171.05,True,False,Region-10
FRD00846,CUST001545,2023-09-26,Suspicious Transfer,Online Banking,452.5,148.58,True,False,Region-08
FRD00847,CUST005109,2023-07-07,Card Fraud,ATM,333.72,46.38,True,False,Region-10
FRD00848,CUST014315,2024-09-02,Identity-related Anomaly,Online Banking,659.13,135.37,True,False,Region-01
FRD00849,CUST015222,2023-03-04,Card Fraud,Mobile App,452.17,26.99,True,False,Region-10
FRD00850,CUST018998,2023-06-26,ATM Fraud,Online Banking,1105.66,7.5,True,False,Region-11
FRD00851,CUST017106,2023-05-07,Card Fraud,Branch,819.53,46.32,True,False,Region-07
FRD00852,CUST006681,2024-11-26,Card Fraud,Branch,585.91,37.22,True,False,Region-08
FRD00853,CUST006517,2023-05-12,Suspicious Transfer,Branch,380.63,32.92,True,False,Region-05
FRD00854,CUST009903,2023-07-31,Account Takeover,Online Banking,774.68,1703.8,False,True,Region-04
FRD00855,CUST002188,2023-01-24,Account Takeover,Mobile App,683.59,42.64,True,False,Region-01
FRD00856,CUST019268,2024-05-27,Card Fraud,Mobile App,558.98,2.27,True,False,Region-02
FRD00857,CUST009887,2024-05-17,Unusual Transaction Pattern,Branch,1267.61,19.45,True,False,Region-10
FRD00858,CUST007492,2024-11-25,Card Fraud,Card Network,1341.2,115.68,True,False,Region-10
FRD00859,CUST002670,2023-03-13,Suspicious Transfer,Online Banking,70.51,649.77,False,False,Region-11
FRD00860,CUST007889,2024-09-24,Suspicious Transfer,Card Network,312.33,512.11,False,False,Region-06
FRD00861,CUST007225,2024-01-19,Card Fraud,Card Network,832.26,13.67,True,False,Region-05
FRD00862,CUST013215,2023-06-27,Card Fraud,Mobile App,533.44,31.09,True,False,Region-08
FRD00863,CUST011198,2023-07-19,Unusual Transaction Pattern,Mobile App,786.8,12.58,True,False,Region-05
FRD00864,CUST018284,2023-02-25,ATM Fraud,Branch,787.0,171.51,True,False,Region-01
FRD00865,CUST015957,2023-10-25,Account Takeover,Card Network,1432.67,13.91,True,False,Region-02
FRD00866,CUST018480,2023-06-09,Card Fraud,Card Network,957.39,201.37,True,False,Region-04
FRD00867,CUST001991,2024-09-20,Identity-related Anomaly,Card Network,192.6,135.03,True,False,Region-12
FRD00868,CUST003267,2023-05-12,ATM Fraud,Branch,1584.84,139.46,True,False,Region-05
FRD00869,CUST002655,2024-09-09,Suspicious Transfer,Card Network,297.08,8.34,True,False,Region-05
FRD00870,CUST006056,2024-01-02,Card Fraud,Online Banking,313.26,37.94,True,False,Region-07
FRD00871,CUST014873,2024-05-26,Account Takeover,Card Network,604.23,5.98,True,False,Region-03
FRD00872,CUST008213,2023-10-09,ATM Fraud,Card Network,385.3,172.6,True,False,Region-08
FRD00873,CUST008550,2024-06-19,Suspicious Transfer,Online Banking,1416.06,6.18,True,False,Region-08
FRD00874,CUST010158,2023-07-05,Account Takeover,Online Banking,239.06,31.85,True,False,Region-09
FRD00875,CUST018423,2023-03-08,Card Fraud,Mobile App,97.04,31.41,True,False,Region-03
FRD00876,CUST014289,2024-02-04,Unusual Transaction Pattern,Mobile App,199.87,821.88,False,True,Region-06
FRD00877,CUST001311,2024-05-27,Suspicious Transfer,Online Banking,477.03,113.38,True,False,Region-02
FRD00878,CUST013817,2024-10-28,Card Fraud,Mobile App,818.09,403.82,False,False,Region-01
FRD00879,CUST005205,2024-08-23,Card Fraud,Mobile App,542.66,177.01,True,False,Region-04
FRD00880,CUST005607,2023-06-19,Card Fraud,Branch,535.21,35.61,True,False,Region-07
FRD00881,CUST000895,2023-02-23,Unusual Transaction Pattern,ATM,607.34,42.19,True,False,Region-11
FRD00882,CUST015044,2023-05-05,Identity-related Anomaly,Branch,242.31,4.14,True,False,Region-10
FRD00883,CUST002083,2024-04-14,Identity-related Anomaly,Card Network,1393.85,27.02,True,False,Region-04
FRD00884,CUST007350,2024-03-27,Card Fraud,ATM,933.33,14.94,True,False,Region-06
FRD00885,CUST009380,2024-10-07,Card Fraud,Mobile App,363.43,79.46,True,False,Region-11
FRD00886,CUST012180,2023-03-19,Suspicious Transfer,Online Banking,487.52,584.02,False,True,Region-09
FRD00887,CUST005467,2023-01-22,Account Takeover,Branch,145.18,17.48,True,False,Region-01
FRD00888,CUST016770,2023-01-01,Card Fraud,ATM,1702.63,83.44,True,False,Region-10
FRD00889,CUST010845,2023-08-21,Suspicious Transfer,Branch,918.54,415.61,True,False,Region-09
FRD00890,CUST012781,2024-02-15,Unusual Transaction Pattern,ATM,803.24,178.28,True,False,Region-02
FRD00891,CUST004309,2023-03-01,Account Takeover,ATM,220.04,33.88,True,False,Region-03
FRD00892,CUST008116,2023-12-22,Card Fraud,Online Banking,781.63,77.67,True,False,Region-04
FRD00893,CUST014664,2023-03-29,Unusual Transaction Pattern,Branch,1108.25,59.23,True,False,Region-05
FRD00894,CUST012680,2023-10-03,Card Fraud,ATM,2024.24,16.05,True,False,Region-02
FRD00895,CUST005013,2024-09-27,Suspicious Transfer,Card Network,790.48,23.24,False,False,Region-07
FRD00896,CUST019475,2024-01-25,Card Fraud,Online Banking,1225.54,49.88,True,False,Region-09
FRD00897,CUST001731,2024-06-08,Card Fraud,Card Network,594.82,4.63,True,False,Region-10
FRD00898,CUST014662,2023-05-06,Card Fraud,Card Network,653.26,36.99,True,False,Region-07
FRD00899,CUST007754,2024-09-21,Suspicious Transfer,Card Network,445.7,67.18,True,False,Region-12
FRD00900,CUST016456,2024-04-23,ATM Fraud,Mobile App,783.36,13.47,True,False,Region-04
FRD00901,CUST018137,2024-09-30,Identity-related Anomaly,ATM,241.69,9.48,True,False,Region-04
FRD00902,CUST013560,2023-07-11,Card Fraud,ATM,795.02,110.98,True,False,Region-01
FRD00903,CUST015464,2024-05-16,Suspicious Transfer,Mobile App,1353.95,112.38,True,False,Region-01
FRD00904,CUST002516,2024-12-22,Card Fraud,Online Banking,1345.54,28.29,True,False,Region-04
FRD00905,CUST003421,2024-10-01,Suspicious Transfer,Card Network,356.85,6.39,True,False,Region-05
FRD00906,CUST003207,2024-04-29,Card Fraud,Mobile App,572.3,16.38,True,False,Region-04
FRD00907,CUST011995,2023-05-22,Card Fraud,Mobile App,185.63,14.39,True,False,Region-04
FRD00908,CUST004468,2023-09-03,Account Takeover,Card Network,1612.6,7.99,True,False,Region-04
FRD00909,CUST006828,2023-04-25,Unusual Transaction Pattern,Branch,806.91,1288.75,False,False,Region-04
FRD00910,CUST003162,2023-02-06,Card Fraud,Card Network,415.55,681.4,False,False,Region-04
FRD00911,CUST019551,2023-10-04,Account Takeover,Online Banking,77.75,244.74,False,False,Region-02
FRD00912,CUST002276,2023-03-02,Suspicious Transfer,ATM,925.77,31.79,True,False,Region-04
FRD00913,CUST007867,2024-04-06,Suspicious Transfer,Card Network,1473.04,34.38,True,False,Region-09
FRD00914,CUST017896,2023-02-12,Card Fraud,Branch,1442.36,168.0,True,False,Region-10
FRD00915,CUST016976,2023-01-21,Identity-related Anomaly,ATM,2234.13,184.48,True,False,Region-02
FRD00916,CUST004949,2024-12-14,Card Fraud,ATM,815.63,876.83,False,False,Region-06
FRD00917,CUST007306,2023-07-10,Unusual Transaction Pattern,Online Banking,987.31,19.93,True,False,Region-03
FRD00918,CUST013918,2023-03-05,ATM Fraud,ATM,417.89,15.86,True,False,Region-12
FRD00919,CUST019884,2024-02-28,Unusual Transaction Pattern,Online Banking,423.33,20.37,True,False,Region-01
FRD00920,CUST007079,2023-01-20,ATM Fraud,Mobile App,295.26,706.26,False,True,Region-07
FRD00921,CUST009840,2023-03-08,Suspicious Transfer,Mobile App,1790.59,312.03,False,False,Region-03
FRD00922,CUST000097,2023-12-10,Account Takeover,Card Network,348.43,131.12,True,False,Region-12
FRD00923,CUST001378,2024-05-23,Suspicious Transfer,ATM,506.45,68.46,True,False,Region-07
FRD00924,CUST019167,2023-06-13,Card Fraud,Online Banking,662.8,41.38,True,False,Region-10
FRD00925,CUST006640,2023-05-16,Card Fraud,Card Network,692.97,764.25,False,True,Region-02
FRD00926,CUST000815,2023-11-04,Unusual Transaction Pattern,Online Banking,622.78,336.23,False,False,Region-06
FRD00927,CUST012975,2023-01-03,Card Fraud,Online Banking,694.47,117.92,True,False,Region-10
FRD00928,CUST004172,2023-02-01,Suspicious Transfer,ATM,55.49,76.67,True,False,Region-04
FRD00929,CUST016637,2024-11-04,Suspicious Transfer,Online Banking,435.64,15.68,True,False,Region-01
FRD00930,CUST015921,2023-02-08,ATM Fraud,ATM,510.03,23.0,True,False,Region-04
FRD00931,CUST014641,2023-11-18,Card Fraud,Online Banking,149.35,33.24,True,False,Region-12
FRD00932,CUST016768,2023-03-12,Card Fraud,Branch,185.66,38.33,True,False,Region-05
FRD00933,CUST007555,2023-03-16,Card Fraud,ATM,1638.44,116.53,True,False,Region-12
FRD00934,CUST010148,2024-03-21,ATM Fraud,ATM,894.36,67.42,True,False,Region-11
FRD00935,CUST001131,2024-08-29,Suspicious Transfer,Online Banking,774.01,3.79,True,False,Region-09
FRD00936,CUST015242,2023-11-05,ATM Fraud,Mobile App,123.45,175.54,False,False,Region-09
FRD00937,CUST003056,2024-08-05,Card Fraud,Branch,150.84,73.17,True,False,Region-04
FRD00938,CUST010117,2024-06-19,Suspicious Transfer,ATM,315.72,240.15,False,True,Region-08
FRD00939,CUST001399,2023-09-26,ATM Fraud,Branch,269.38,121.98,True,False,Region-03
FRD00940,CUST008785,2024-06-25,Card Fraud,ATM,279.48,188.51,True,False,Region-11
FRD00941,CUST001893,2023-04-06,Card Fraud,ATM,1049.05,32.88,True,False,Region-12
FRD00942,CUST002532,2023-07-29,Account Takeover,Branch,690.82,34.86,True,False,Region-03
FRD00943,CUST005167,2024-12-02,ATM Fraud,Card Network,1155.51,192.7,False,True,Region-11
FRD00944,CUST019391,2023-03-13,Card Fraud,Online Banking,421.16,22.68,True,False,Region-03
FRD00945,CUST014907,2023-04-04,Card Fraud,Branch,139.99,10.2,True,False,Region-01
FRD00946,CUST008301,2024-10-02,Unusual Transaction Pattern,Mobile App,190.17,153.23,True,False,Region-11
FRD00947,CUST009217,2023-11-13,Account Takeover,Online Banking,1136.98,10.99,True,False,Region-04
FRD00948,CUST015013,2023-07-04,Suspicious Transfer,Branch,123.49,13.55,True,False,Region-03
FRD00949,CUST006460,2023-04-02,Suspicious Transfer,Mobile App,976.46,164.78,True,False,Region-04
FRD00950,CUST015627,2023-11-13,Card Fraud,Card Network,301.94,1113.71,False,True,Region-03
FRD00951,CUST004862,2024-08-30,Unusual Transaction Pattern,Card Network,1051.11,40.21,True,False,Region-01
FRD00952,CUST001840,2024-01-25,Unusual Transaction Pattern,Card Network,774.83,1301.96,False,False,Region-07
FRD00953,CUST008398,2024-10-16,Card Fraud,Online Banking,2156.39,204.05,True,False,Region-03
FRD00954,CUST007878,2024-12-19,Card Fraud,Mobile App,1265.25,53.24,True,False,Region-06
FRD00955,CUST010097,2023-04-27,Suspicious Transfer,Branch,645.44,2.9,True,False,Region-08
FRD00956,CUST009992,2024-06-24,Suspicious Transfer,ATM,223.59,53.12,True,False,Region-02
FRD00957,CUST017533,2023-08-12,Account Takeover,Branch,859.28,53.58,True,False,Region-08
FRD00958,CUST007042,2023-09-11,Suspicious Transfer,Online Banking,490.53,56.48,True,False,Region-09
FRD00959,CUST011468,2024-04-15,Unusual Transaction Pattern,Mobile App,1932.48,1.43,True,False,Region-05
FRD00960,CUST003338,2023-10-20,Card Fraud,Mobile App,648.68,783.66,False,True,Region-07
FRD00961,CUST004003,2024-09-28,Card Fraud,Online Banking,1931.96,105.21,True,False,Region-05
FRD00962,CUST010410,2024-03-31,Account Takeover,Card Network,632.55,1963.12,False,True,Region-01
FRD00963,CUST000471,2024-01-04,Suspicious Transfer,ATM,538.75,594.55,False,False,Region-02
FRD00964,CUST014617,2024-10-26,Account Takeover,Card Network,1794.16,9.71,True,False,Region-12
FRD00965,CUST012596,2024-03-11,Account Takeover,Card Network,720.21,4.45,True,False,Region-04
FRD00966,CUST003596,2024-04-24,Unusual Transaction Pattern,Online Banking,1294.12,26.57,True,False,Region-01
FRD00967,CUST012405,2024-03-24,Unusual Transaction Pattern,Branch,2043.48,3.42,True,False,Region-02
FRD00968,CUST010201,2023-08-26,Suspicious Transfer,ATM,1817.41,73.92,True,False,Region-02
FRD00969,CUST017581,2024-02-18,Unusual Transaction Pattern,Branch,427.09,461.85,False,False,Region-05
FRD00970,CUST001361,2023-10-10,Unusual Transaction Pattern,Card Network,297.4,28.44,True,False,Region-04
FRD00971,CUST004922,2023-05-02,Card Fraud,Card Network,93.22,42.14,True,False,Region-05
FRD00972,CUST008304,2023-08-10,Identity-related Anomaly,ATM,1080.93,121.52,True,False,Region-05
FRD00973,CUST009086,2023-09-26,Card Fraud,Branch,1318.8,31.96,True,False,Region-01
