loan_id,customer_id,product_id,loan_type,origination_date,term_months,interest_rate,loan_amount,outstanding_balance,probability_of_default,exposure_at_default,loss_given_default,dpd_bucket,default_flag,risk_bucket,branch_id,region,acquisition_channel,expected_credit_loss
LN003008,CUST003809,PRD07,Mortgage,2024-09-24,240,0.085,22941.43,12854.3,0.0811,16563.39,0.508,Current,False,Elevated,BR002,Region-12,CH11,682.39
LN003009,CUST003810,PRD05,Personal Loan,2024-12-12,36,0.16,7420.56,2601.2,0.0333,3778.86,0.574,Current,False,High,BR024,Region-06,CH01,72.23
LN003010,CUST003812,PRD11,Overdraft Facility,2023-06-15,12,0.2,13613.24,3673.17,0.0321,9212.46,0.333,Current,False,Moderate,BR007,Region-01,CH10,98.47
LN003011,CUST003812,PRD08,Consumer Loan,2024-07-08,24,0.18,9138.08,5195.24,0.0147,7896.29,0.534,Current,False,Moderate,BR007,Region-01,CH10,61.98
LN003012,CUST003814,PRD06,Auto Loan,2024-03-20,60,0.11,2816.46,952.05,0.015,1637.93,0.449,Current,False,Elevated,BR012,Region-02,CH09,11.03
LN003013,CUST003814,PRD08,Consumer Loan,2023-02-13,24,0.18,2079.7,1228.53,0.004,1861.47,0.337,Current,False,Elevated,BR012,Region-02,CH09,2.51
LN003014,CUST003815,PRD06,Auto Loan,2023-05-15,60,0.11,4135.39,3204.04,0.0059,2083.6,0.426,Current,False,Low,BR021,Region-05,CH11,5.24
LN003015,CUST003817,PRD06,Auto Loan,2024-01-06,60,0.11,24196.55,15576.48,0.004,21220.76,0.484,Current,False,Low,BR013,Region-03,CH12,41.08
LN003016,CUST003817,PRD11,Overdraft Facility,2022-07-25,12,0.2,24559.16,22833.87,0.004,20825.23,0.365,Current,False,Low,BR013,Region-03,CH12,30.4
LN003017,CUST003818,PRD05,Personal Loan,2024-05-14,36,0.16,11407.37,4293.99,0.0142,10053.35,0.324,Current,False,Elevated,BR019,Region-10,CH08,46.25
LN003018,CUST003818,PRD07,Mortgage,2017-09-17,240,0.085,51236.82,27807.79,0.0926,44132.32,0.314,Current,False,Elevated,BR019,Region-10,CH08,1283.21
LN003019,CUST003819,PRD05,Personal Loan,2022-09-05,36,0.16,5501.58,4191.97,0.004,4505.38,0.297,Current,False,Moderate,BR023,Region-08,CH12,5.35
LN003020,CUST003824,PRD08,Consumer Loan,2022-04-20,24,0.18,5523.76,3461.09,0.0154,5392.08,0.431,Current,False,Moderate,BR023,Region-10,CH06,35.79
LN003021,CUST003825,PRD06,Auto Loan,2022-03-02,60,0.11,1455.34,860.87,0.0187,1187.65,0.422,Current,False,Low,BR006,Region-10,CH06,9.37
LN003022,CUST003827,PRD11,Overdraft Facility,2022-02-02,12,0.2,763.45,714.87,0.004,727.41,0.36,Current,False,Moderate,BR012,Region-12,CH03,1.05
LN003023,CUST003827,PRD08,Consumer Loan,2023-02-18,24,0.18,812.32,195.62,0.0193,555.37,0.372,Current,False,Moderate,BR012,Region-12,CH03,3.99
LN003024,CUST003828,PRD11,Overdraft Facility,2022-08-30,12,0.2,14032.49,4556.84,0.0174,9323.25,0.762,Current,False,Elevated,BR013,Region-06,CH01,123.62
LN003025,CUST003828,PRD07,Mortgage,2024-11-21,240,0.085,78358.83,50335.86,0.0956,77860.21,0.585,Current,False,Elevated,BR013,Region-06,CH01,4354.41
LN003026,CUST003829,PRD08,Consumer Loan,2022-01-07,24,0.18,23206.1,14434.77,0.0153,12993.78,0.506,Current,False,Elevated,BR004,Region-03,CH05,100.6
LN003027,CUST003837,PRD05,Personal Loan,2019-10-30,36,0.16,21292.16,9904.32,0.0407,18191.52,0.458,30-59,False,Elevated,BR003,Region-05,CH07,339.1
LN003028,CUST003841,PRD07,Mortgage,2024-12-03,240,0.085,9832.52,7087.33,0.0303,7382.57,0.634,Current,False,Moderate,BR018,Region-01,CH03,141.82
LN003029,CUST003841,PRD05,Personal Loan,2024-07-17,36,0.16,3244.64,1186.43,0.0222,2268.61,0.283,Current,False,Moderate,BR018,Region-01,CH03,14.25
LN003030,CUST003844,PRD05,Personal Loan,2024-12-22,36,0.16,6399.87,3277.2,0.064,5068.81,0.276,30-59,False,Critical,BR024,Region-12,CH09,89.54
LN003031,CUST003845,PRD06,Auto Loan,2016-12-30,60,0.11,1529.31,1130.95,0.0155,993.12,0.544,Current,False,Low,BR019,Region-05,CH03,8.37
LN003032,CUST003847,PRD06,Auto Loan,2024-10-29,60,0.11,4853.59,3489.97,0.0218,4727.29,0.442,Current,False,Elevated,BR012,Region-09,CH05,45.55
LN003033,CUST003847,PRD07,Mortgage,2024-09-01,240,0.085,11816.62,9065.24,0.0675,11303.41,0.357,Current,False,Elevated,BR012,Region-09,CH05,272.38
LN003034,CUST003847,PRD08,Consumer Loan,2024-09-05,24,0.18,1950.84,746.97,0.004,1640.52,0.643,Current,False,Elevated,BR012,Region-09,CH05,4.22
LN003035,CUST003849,PRD08,Consumer Loan,2022-10-06,24,0.18,8599.76,5201.27,0.0191,8507.97,0.595,Current,False,Low,BR009,Region-01,CH06,96.69
LN003036,CUST003851,PRD07,Mortgage,2024-06-20,240,0.085,14415.68,13148.51,0.0299,9217.94,0.528,Current,False,Low,BR018,Region-09,CH04,145.53
LN003037,CUST003852,PRD07,Mortgage,2024-01-08,240,0.085,34030.35,8510.59,0.0898,31530.47,0.348,Current,False,Elevated,BR014,Region-04,CH08,985.34
LN003038,CUST003854,PRD11,Overdraft Facility,2023-05-26,12,0.2,2046.05,1165.81,0.004,1487.94,0.278,Current,False,Low,BR014,Region-11,CH04,1.65
LN003039,CUST003856,PRD06,Auto Loan,2022-01-11,60,0.11,2941.17,2275.99,0.0282,2929.26,0.604,30-59,False,High,BR018,Region-06,CH07,49.89
LN003040,CUST003856,PRD11,Overdraft Facility,2022-11-19,12,0.2,5428.05,1902.15,0.0643,4752.85,0.463,Current,False,High,BR018,Region-06,CH07,141.5
LN003041,CUST003857,PRD05,Personal Loan,2024-11-14,36,0.16,2226.95,1410.69,0.0083,1187.4,0.344,Current,False,Elevated,BR003,Region-03,CH12,3.39
LN003042,CUST003859,PRD05,Personal Loan,2023-10-20,36,0.16,1723.26,1293.62,0.0194,877.07,0.437,Current,False,Low,BR014,Region-07,CH10,7.44
LN003043,CUST003859,PRD06,Auto Loan,2022-03-11,60,0.11,1001.07,524.92,0.007,612.9,0.379,Current,False,Low,BR014,Region-07,CH10,1.63
LN003044,CUST003859,PRD11,Overdraft Facility,2017-09-06,12,0.2,651.76,319.55,0.004,559.57,0.692,Current,False,Low,BR014,Region-07,CH10,1.55
LN003045,CUST003861,PRD05,Personal Loan,2023-06-02,36,0.16,1346.62,1101.1,0.0155,839.72,0.39,Current,False,Low,BR018,Region-11,CH03,5.08
LN003046,CUST003862,PRD11,Overdraft Facility,2024-01-21,12,0.2,4649.07,3355.82,0.0052,3567.56,0.336,Current,False,Moderate,BR014,Region-11,CH11,6.23
LN003047,CUST003865,PRD08,Consumer Loan,2022-06-01,24,0.18,5701.89,3665.49,0.0282,2853.75,0.565,Current,False,Elevated,BR023,Region-02,CH03,45.47
LN003048,CUST003867,PRD06,Auto Loan,2019-01-09,60,0.11,7094.35,3317.83,0.004,4692.3,0.473,Current,False,Low,BR002,Region-05,CH09,8.88
LN003049,CUST003867,PRD11,Overdraft Facility,2019-04-19,12,0.2,10681.66,5979.88,0.0156,10157.85,0.232,30-59,False,Low,BR002,Region-05,CH09,36.76
LN003050,CUST003871,PRD07,Mortgage,2024-01-03,240,0.085,72153.96,31850.93,0.0453,38632.73,0.565,Current,False,Moderate,BR017,Region-02,CH04,988.79
LN003051,CUST003872,PRD07,Mortgage,2024-04-17,240,0.085,26479.45,14859.07,0.0442,18919.96,0.497,Current,False,Low,BR012,Region-07,CH06,415.62
LN003052,CUST003873,PRD11,Overdraft Facility,2024-11-25,12,0.2,6716.82,4933.97,0.004,4060.92,0.475,Current,False,Low,BR021,Region-02,CH02,7.72
LN003053,CUST003873,PRD08,Consumer Loan,2024-07-11,24,0.18,4300.78,4035.53,0.004,3630.03,0.446,Current,False,Low,BR021,Region-02,CH02,6.48
LN003054,CUST003880,PRD07,Mortgage,2020-11-09,240,0.085,13064.57,6301.23,0.0802,10689.25,0.59,Current,False,Elevated,BR023,Region-01,CH11,505.79
LN003055,CUST003882,PRD05,Personal Loan,2024-12-09,36,0.16,2009.82,1234.62,0.0105,1818.85,0.56,Current,False,Moderate,BR003,Region-09,CH02,10.69
LN003056,CUST003882,PRD11,Overdraft Facility,2024-05-26,12,0.2,5966.6,1826.83,0.0238,4657.73,0.599,Current,False,Moderate,BR003,Region-09,CH02,66.4
LN003057,CUST003882,PRD07,Mortgage,2024-08-08,240,0.085,23084.2,14486.67,0.0394,13148.77,0.258,Current,False,Moderate,BR003,Region-09,CH02,133.66
LN003058,CUST003882,PRD08,Consumer Loan,2024-12-16,24,0.18,7074.89,4399.83,0.0271,3700.83,0.414,Current,False,Moderate,BR003,Region-09,CH02,41.52
LN003059,CUST003883,PRD06,Auto Loan,2022-09-24,60,0.11,7617.91,6429.93,0.0177,3857.62,0.546,Current,False,Moderate,BR014,Region-01,CH08,37.28
LN003060,CUST003883,PRD07,Mortgage,2023-12-24,240,0.085,22026.9,17466.39,0.0474,19714.65,0.409,Current,False,Moderate,BR014,Region-01,CH08,382.2
LN003061,CUST003883,PRD08,Consumer Loan,2023-11-09,24,0.18,3931.28,3091.65,0.0163,1977.72,0.612,Current,False,Moderate,BR014,Region-01,CH08,19.73
LN003062,CUST003885,PRD11,Overdraft Facility,2024-11-14,12,0.2,10619.14,8389.71,0.0249,8256.98,0.516,Current,False,Low,BR022,Region-06,CH03,106.09
LN003063,CUST003886,PRD05,Personal Loan,2023-06-08,36,0.16,500.0,412.19,0.0221,333.17,0.44,Current,False,High,BR001,Region-08,CH05,3.24
LN003064,CUST003887,PRD05,Personal Loan,2020-06-23,36,0.16,1811.28,1430.1,0.004,1128.09,0.615,Current,False,Moderate,BR008,Region-01,CH05,2.78
LN003065,CUST003887,PRD06,Auto Loan,2021-02-11,60,0.11,1298.15,1002.82,0.0329,861.62,0.582,Current,False,Moderate,BR008,Region-01,CH05,16.5
LN003066,CUST003887,PRD08,Consumer Loan,2019-01-10,24,0.18,1078.7,1016.94,0.0226,573.6,0.346,Current,False,Moderate,BR008,Region-01,CH05,4.49
LN003067,CUST003888,PRD05,Personal Loan,2023-09-28,36,0.16,4440.27,1200.91,0.0266,2861.96,0.456,Current,False,Elevated,BR018,Region-11,CH07,34.71
LN003068,CUST003888,PRD07,Mortgage,2023-01-21,240,0.085,32307.89,8836.45,0.086,16244.55,0.265,90+,True,Elevated,BR018,Region-11,CH07,370.21
LN003069,CUST003888,PRD08,Consumer Loan,2023-03-13,24,0.18,2487.02,587.53,0.0177,1329.57,0.418,Current,False,Elevated,BR018,Region-11,CH07,9.84
LN003070,CUST003889,PRD05,Personal Loan,2017-02-10,36,0.16,2494.7,2151.37,0.0159,2270.31,0.545,Current,False,Low,BR001,Region-07,CH02,19.67
LN003071,CUST003891,PRD05,Personal Loan,2024-12-29,36,0.16,2121.98,1765.59,0.0209,1410.0,0.511,Current,False,Moderate,BR017,Region-08,CH02,15.06
LN003072,CUST003891,PRD08,Consumer Loan,2024-10-02,24,0.18,991.88,518.72,0.0063,758.29,0.324,Current,False,Moderate,BR017,Region-08,CH02,1.55
LN003073,CUST003893,PRD07,Mortgage,2018-06-20,240,0.085,33876.78,29335.74,0.0664,16942.8,0.493,90+,True,Moderate,BR015,Region-01,CH09,554.63
LN003074,CUST003894,PRD08,Consumer Loan,2021-08-13,24,0.18,10395.79,7562.84,0.0204,7864.0,0.499,Current,False,Low,BR024,Region-01,CH01,80.05
LN003075,CUST003896,PRD11,Overdraft Facility,2018-06-22,12,0.2,4087.2,1876.75,0.004,2409.09,0.542,Current,False,Low,BR005,Region-10,CH09,5.22
LN003076,CUST003896,PRD07,Mortgage,2021-03-15,240,0.085,9612.76,8903.87,0.0168,7596.83,0.345,Current,False,Low,BR005,Region-10,CH09,44.03
LN003077,CUST003897,PRD11,Overdraft Facility,2024-05-14,12,0.2,6255.76,3287.39,0.0502,3142.64,0.393,60-89,False,High,BR020,Region-12,CH04,62.0
LN003078,CUST003897,PRD08,Consumer Loan,2024-07-09,24,0.18,7217.23,3732.9,0.0316,6452.37,0.487,Current,False,High,BR020,Region-12,CH04,99.3
LN003079,CUST003899,PRD08,Consumer Loan,2024-10-05,24,0.18,843.75,709.26,0.0188,558.3,0.499,Current,False,Low,BR022,Region-05,CH01,5.24
LN003080,CUST003899,PRD07,Mortgage,2023-12-26,240,0.085,3943.05,825.72,0.0335,2229.42,0.222,Current,False,Low,BR022,Region-05,CH01,16.58
LN003081,CUST003901,PRD08,Consumer Loan,2023-10-06,24,0.18,6498.44,5231.68,0.004,3799.97,0.434,Current,False,Low,BR004,Region-12,CH04,6.6
LN003082,CUST003902,PRD11,Overdraft Facility,2021-10-27,12,0.2,1173.42,1096.99,0.0141,694.52,0.296,Current,False,Low,BR007,Region-04,CH10,2.9
LN003083,CUST003903,PRD06,Auto Loan,2019-10-09,60,0.11,7347.55,2175.94,0.004,6651.35,0.406,Current,False,Low,BR021,Region-12,CH09,10.8
LN003084,CUST003904,PRD11,Overdraft Facility,2020-08-31,12,0.2,11703.55,7520.78,0.0159,11134.67,0.577,Current,False,Moderate,BR019,Region-10,CH03,102.15
LN003085,CUST003904,PRD08,Consumer Loan,2020-07-21,24,0.18,9858.9,4316.7,0.004,8130.26,0.298,Current,False,Moderate,BR019,Region-10,CH03,9.69
LN003086,CUST003905,PRD05,Personal Loan,2024-10-25,36,0.16,559.24,293.79,0.004,397.74,0.386,Current,False,Elevated,BR014,Region-03,CH12,0.61
LN003087,CUST003906,PRD06,Auto Loan,2020-04-16,60,0.11,18005.96,10097.85,0.0278,13058.14,0.569,Current,False,Low,BR017,Region-10,CH06,206.56
LN003088,CUST003907,PRD11,Overdraft Facility,2017-07-28,12,0.2,9684.2,3271.75,0.004,8331.78,0.366,Current,False,Low,BR022,Region-07,CH10,12.2
LN003089,CUST003908,PRD06,Auto Loan,2021-01-26,60,0.11,1864.72,757.76,0.0282,1747.12,0.428,Current,False,Elevated,BR018,Region-11,CH05,21.09
LN003090,CUST003914,PRD05,Personal Loan,2024-01-19,36,0.16,1009.75,648.87,0.004,939.64,0.485,Current,False,Low,BR022,Region-02,CH01,1.82
LN003091,CUST003914,PRD06,Auto Loan,2018-10-30,60,0.11,1165.9,680.4,0.0099,1096.04,0.339,30-59,False,Low,BR022,Region-02,CH01,3.68
LN003092,CUST003917,PRD08,Consumer Loan,2024-05-05,24,0.18,2017.37,1789.36,0.0187,1050.33,0.468,Current,False,Elevated,BR017,Region-12,CH09,9.19
LN003093,CUST003919,PRD07,Mortgage,2023-11-14,240,0.085,28467.72,19344.87,0.0966,21832.72,0.631,Current,False,High,BR015,Region-03,CH02,1330.8
LN003094,CUST003924,PRD06,Auto Loan,2019-01-12,60,0.11,5635.48,4552.23,0.004,4161.63,0.545,Current,False,Low,BR010,Region-11,CH10,9.07
LN003095,CUST003924,PRD07,Mortgage,2021-08-03,240,0.085,19067.25,15750.35,0.0248,10396.64,0.489,Current,False,Low,BR010,Region-11,CH10,126.08
LN003096,CUST003925,PRD05,Personal Loan,2022-07-21,36,0.16,4265.34,1319.18,0.004,4053.6,0.362,Current,False,Low,BR001,Region-05,CH03,5.87
LN003097,CUST003925,PRD08,Consumer Loan,2021-03-04,24,0.18,556.23,461.75,0.004,324.97,0.414,Current,False,Low,BR001,Region-05,CH03,0.54
LN003098,CUST003928,PRD06,Auto Loan,2021-08-15,60,0.11,10801.42,6703.52,0.0067,9153.96,0.457,Current,False,Low,BR005,Region-11,CH10,28.03
LN003099,CUST003929,PRD07,Mortgage,2024-11-28,240,0.085,5042.65,4651.93,0.0531,3139.59,0.431,Current,False,Low,BR013,Region-09,CH02,71.85
LN003100,CUST003931,PRD07,Mortgage,2024-12-09,240,0.085,18723.35,14730.88,0.0817,13713.54,0.406,30-59,False,High,BR014,Region-12,CH07,454.88
LN003101,CUST003933,PRD08,Consumer Loan,2022-08-21,24,0.18,1634.67,1279.2,0.0358,1448.49,0.44,Current,False,Elevated,BR013,Region-06,CH11,22.82
LN003102,CUST003933,PRD07,Mortgage,2023-05-31,240,0.085,3473.55,1910.0,0.0887,3261.21,0.33,30-59,False,Elevated,BR013,Region-06,CH11,95.46
LN003103,CUST003937,PRD05,Personal Loan,2020-03-17,36,0.16,3692.72,3434.96,0.0097,2712.59,0.271,Current,False,Low,BR021,Region-02,CH06,7.13
LN003104,CUST003937,PRD08,Consumer Loan,2023-04-19,24,0.18,3108.48,2460.37,0.0075,1960.65,0.462,Current,False,Low,BR021,Region-02,CH06,6.79
LN003105,CUST003940,PRD07,Mortgage,2020-07-16,240,0.085,6598.25,3455.51,0.0769,3850.16,0.317,Current,False,Moderate,BR008,Region-03,CH02,93.86
LN003106,CUST003942,PRD05,Personal Loan,2024-09-21,36,0.16,2174.09,1611.74,0.0236,1590.03,0.362,Current,False,Elevated,BR013,Region-03,CH02,13.58
LN003107,CUST003945,PRD05,Personal Loan,2023-03-16,36,0.16,7955.29,5729.72,0.004,7611.1,0.428,Current,False,Moderate,BR021,Region-07,CH01,13.03
LN003108,CUST003948,PRD06,Auto Loan,2024-03-22,60,0.11,24656.43,14960.22,0.006,15270.42,0.512,Current,False,Moderate,BR001,Region-11,CH12,46.91
LN003109,CUST003948,PRD11,Overdraft Facility,2024-09-27,12,0.2,24848.87,16431.99,0.0343,24533.67,0.526,Current,False,Moderate,BR001,Region-11,CH12,442.63
LN003110,CUST003948,PRD07,Mortgage,2024-11-07,240,0.085,51769.82,46840.25,0.0361,50006.36,0.395,Current,False,Moderate,BR001,Region-11,CH12,713.07
LN003111,CUST003950,PRD08,Consumer Loan,2024-11-20,24,0.18,15841.31,12076.58,0.0405,10341.86,0.439,Current,False,High,BR020,Region-10,CH12,183.87
LN003112,CUST003952,PRD08,Consumer Loan,2023-12-01,24,0.18,500.0,281.38,0.0161,365.25,0.515,Current,False,High,BR008,Region-08,CH09,3.03
LN003113,CUST003953,PRD06,Auto Loan,2023-09-12,60,0.11,3138.62,2180.86,0.011,1958.75,0.507,Current,False,Elevated,BR007,Region-11,CH06,10.92
LN003114,CUST003954,PRD11,Overdraft Facility,2024-04-18,12,0.2,26341.03,10508.06,0.0291,15304.85,0.473,Current,False,Elevated,BR006,Region-11,CH12,210.66
LN003115,CUST003955,PRD05,Personal Loan,2022-05-26,36,0.16,924.57,604.32,0.0178,913.22,0.43,Current,False,Low,BR024,Region-02,CH12,6.99
LN003116,CUST003955,PRD06,Auto Loan,2023-12-11,60,0.11,1949.15,1615.25,0.004,1343.66,0.555,Current,False,Low,BR024,Region-02,CH12,2.98
LN003117,CUST003955,PRD11,Overdraft Facility,2020-04-11,12,0.2,1384.45,736.63,0.0163,880.85,0.4,Current,False,Low,BR024,Region-02,CH12,5.74
LN003118,CUST003955,PRD08,Consumer Loan,2023-04-07,24,0.18,977.21,206.54,0.004,613.25,0.263,Current,False,Low,BR024,Region-02,CH12,0.65
LN003119,CUST003958,PRD07,Mortgage,2020-10-01,240,0.085,25627.32,6490.64,0.0217,15565.34,0.588,Current,False,Low,BR001,Region-11,CH06,198.61
LN003120,CUST003959,PRD11,Overdraft Facility,2020-06-12,12,0.2,6776.57,6169.74,0.004,4174.73,0.34,Current,False,Low,BR015,Region-10,CH11,5.68
LN003121,CUST003959,PRD07,Mortgage,2023-05-15,240,0.085,15170.73,12958.89,0.036,13681.03,0.461,30-59,False,Low,BR015,Region-10,CH11,227.05
LN003122,CUST003959,PRD08,Consumer Loan,2023-08-03,24,0.18,8015.35,2050.77,0.004,6432.68,0.417,Current,False,Low,BR015,Region-10,CH11,10.73
LN003123,CUST003960,PRD05,Personal Loan,2023-09-18,36,0.16,1792.1,1144.48,0.0762,1782.62,0.411,90+,True,High,BR017,Region-02,CH08,55.83
LN003124,CUST003961,PRD06,Auto Loan,2024-01-06,60,0.11,4630.56,3046.43,0.0212,2708.86,0.359,Current,False,Low,BR015,Region-11,CH10,20.62
LN003125,CUST003961,PRD07,Mortgage,2016-10-21,240,0.085,9366.67,3522.41,0.0337,5195.9,0.459,Current,False,Low,BR015,Region-11,CH10,80.37
LN003126,CUST003966,PRD05,Personal Loan,2024-09-21,36,0.16,1446.3,564.66,0.0105,1204.91,0.435,30-59,False,Low,BR006,Region-01,CH04,5.5
LN003127,CUST003967,PRD06,Auto Loan,2020-11-30,60,0.11,4600.99,1553.59,0.004,3364.14,0.653,Current,False,Low,BR002,Region-02,CH04,8.79
LN003128,CUST003968,PRD11,Overdraft Facility,2022-04-12,12,0.2,1574.82,1172.13,0.0144,1000.77,0.305,Current,False,Low,BR024,Region-12,CH09,4.4
LN003129,CUST003968,PRD08,Consumer Loan,2020-11-20,24,0.18,558.01,433.96,0.004,442.94,0.483,Current,False,Low,BR024,Region-12,CH09,0.86
LN003130,CUST003969,PRD08,Consumer Loan,2020-12-06,24,0.18,4373.35,3836.63,0.0096,2494.68,0.295,Current,False,Low,BR011,Region-02,CH06,7.06
LN003131,CUST003970,PRD07,Mortgage,2024-06-23,240,0.085,21798.27,5005.65,0.0245,16029.6,0.516,Current,False,Moderate,BR011,Region-08,CH07,202.65
LN003132,CUST003972,PRD07,Mortgage,2020-05-31,240,0.085,25761.28,18071.67,0.0385,12973.21,0.45,90+,True,Low,BR016,Region-01,CH02,224.76
LN003133,CUST003973,PRD05,Personal Loan,2024-10-25,36,0.16,737.33,652.93,0.0223,387.07,0.6,Current,False,Critical,BR019,Region-04,CH01,5.18
LN003134,CUST003973,PRD06,Auto Loan,2024-06-22,60,0.11,1453.88,1087.98,0.0872,1279.63,0.315,90+,True,Critical,BR019,Region-04,CH01,35.15
LN003135,CUST003973,PRD11,Overdraft Facility,2024-11-28,12,0.2,500.0,348.06,0.0249,429.96,0.545,Current,False,Critical,BR019,Region-04,CH01,5.83
LN003136,CUST003973,PRD07,Mortgage,2024-12-12,240,0.085,3345.39,2915.1,0.1798,3131.56,0.462,60-89,False,Critical,BR019,Region-04,CH01,260.13
LN003137,CUST003978,PRD06,Auto Loan,2021-12-24,60,0.11,3083.86,1918.11,0.017,2769.41,0.406,Current,False,Low,BR002,Region-09,CH09,19.11
LN003138,CUST003978,PRD11,Overdraft Facility,2023-06-21,12,0.2,1055.2,226.59,0.0219,665.79,0.463,Current,False,Low,BR002,Region-09,CH09,6.75
LN003139,CUST003979,PRD06,Auto Loan,2022-03-27,60,0.11,20499.01,18702.11,0.0259,20161.85,0.338,Current,False,Moderate,BR012,Region-06,CH05,176.5
LN003140,CUST003981,PRD07,Mortgage,2024-12-11,240,0.085,22703.04,6593.86,0.0475,13560.15,0.572,Current,False,Moderate,BR025,Region-05,CH04,368.43
LN003141,CUST003981,PRD08,Consumer Loan,2024-12-15,24,0.18,5026.03,1060.21,0.004,3212.12,0.275,Current,False,Moderate,BR025,Region-05,CH04,3.53
LN003142,CUST003982,PRD11,Overdraft Facility,2023-08-17,12,0.2,8531.35,1771.98,0.004,7086.16,0.356,Current,False,Moderate,BR005,Region-09,CH02,10.09
LN003143,CUST003982,PRD07,Mortgage,2023-09-23,240,0.085,48700.9,15678.32,0.0327,48643.02,0.359,Current,False,Moderate,BR005,Region-09,CH02,571.04
LN003144,CUST003983,PRD06,Auto Loan,2019-11-12,60,0.11,3376.38,2092.43,0.0115,3090.22,0.575,Current,False,Low,BR024,Region-05,CH10,20.43
LN003145,CUST003984,PRD06,Auto Loan,2024-11-24,60,0.11,3430.53,2565.5,0.0261,3016.76,0.498,Current,False,Elevated,BR007,Region-08,CH08,39.21
LN003146,CUST003985,PRD07,Mortgage,2024-12-08,240,0.085,16427.86,10002.44,0.0982,12383.46,0.298,Current,False,Elevated,BR002,Region-01,CH07,362.38
LN003147,CUST003986,PRD07,Mortgage,2019-07-04,240,0.085,60580.7,35347.81,0.0994,31063.88,0.483,30-59,False,Elevated,BR022,Region-04,CH01,1491.38
LN003148,CUST003987,PRD07,Mortgage,2024-05-25,240,0.085,6991.41,6412.37,0.1146,3864.15,0.307,Current,False,Elevated,BR007,Region-06,CH11,135.95
LN003149,CUST003988,PRD07,Mortgage,2024-12-22,240,0.085,57453.52,51660.01,0.0572,53212.12,0.413,Current,False,Moderate,BR008,Region-03,CH01,1257.06
LN003150,CUST003988,PRD08,Consumer Loan,2024-12-29,24,0.18,17303.6,9608.87,0.0482,9274.67,0.494,Current,False,Moderate,BR008,Region-03,CH01,220.84
LN003151,CUST003992,PRD11,Overdraft Facility,2024-12-21,12,0.2,3469.07,2743.48,0.0239,3387.72,0.621,Current,False,High,BR016,Region-12,CH07,50.28
LN003152,CUST003994,PRD06,Auto Loan,2024-07-10,60,0.11,11373.69,5580.27,0.0365,7163.48,0.583,Current,False,Elevated,BR007,Region-11,CH01,152.44
LN003153,CUST003994,PRD07,Mortgage,2023-09-17,240,0.085,48512.08,40220.96,0.0948,44187.32,0.598,60-89,False,Elevated,BR007,Region-11,CH01,2505.0
LN003154,CUST003995,PRD11,Overdraft Facility,2024-09-24,12,0.2,4052.57,2636.84,0.004,2643.61,0.436,Current,False,Elevated,BR016,Region-07,CH09,4.61
LN003155,CUST003996,PRD11,Overdraft Facility,2024-10-28,12,0.2,2978.26,1820.36,0.0531,1870.82,0.441,Current,False,High,BR004,Region-01,CH09,43.81
LN003156,CUST003997,PRD06,Auto Loan,2020-02-26,60,0.11,541.7,343.89,0.004,403.09,0.405,Current,False,Moderate,BR021,Region-02,CH05,0.65
LN003157,CUST004000,PRD05,Personal Loan,2024-03-14,36,0.16,12494.21,10721.65,0.0096,6715.63,0.58,Current,False,Moderate,BR025,Region-11,CH12,37.39
LN003158,CUST004000,PRD11,Overdraft Facility,2024-05-25,12,0.2,9150.83,5554.57,0.004,6612.66,0.591,Current,False,Moderate,BR025,Region-11,CH12,15.63
LN003159,CUST004003,PRD06,Auto Loan,2018-03-19,60,0.11,919.15,487.98,0.004,730.73,0.543,Current,False,Moderate,BR016,Region-05,CH04,1.59
LN003160,CUST004003,PRD11,Overdraft Facility,2023-10-07,12,0.2,1178.14,501.64,0.004,751.3,0.407,Current,False,Moderate,BR016,Region-05,CH04,1.22
LN003161,CUST004004,PRD06,Auto Loan,2024-12-20,60,0.11,14669.59,7004.86,0.0327,12550.93,0.484,Current,False,Elevated,BR024,Region-11,CH01,198.64
LN003162,CUST004004,PRD11,Overdraft Facility,2024-11-08,12,0.2,14157.68,3874.73,0.0323,7363.47,0.536,Current,False,Elevated,BR024,Region-11,CH01,127.48
LN003163,CUST004004,PRD07,Mortgage,2024-09-20,240,0.085,23625.32,14575.28,0.0501,17805.01,0.31,Current,False,Elevated,BR024,Region-11,CH01,276.53
